CustomerID,CustomerName,Region,Channel,CustomerSegment,OnboardDate,CreditLimitGBP,PaymentTermsDays,SalesRepCode
5395,Fictional Outlet 05395,East,Traditional Trade,Small,2022-01-24,10000,15,REP036
5396,Fictional Outlet 05396,West,Wholesale,Small,2022-05-20,25000,45,REP037
5397,Fictional Outlet 05397,North,Ecommerce,Small,2023-03-16,25000,15,REP038
5398,Fictional Outlet 05398,South,Ecommerce,Large,2023-05-14,25000,15,REP039
5399,Fictional Outlet 05399,East,Modern Trade,Small,2022-08-24,5000,30,REP040
5400,Fictional Outlet 05400,West,Modern Trade,Large,2023-04-15,10000,30,REP041
5401,Fictional Outlet 05401,North,Traditional Trade,Medium,2023-04-26,50000,15,REP042
5402,Fictional Outlet 05402,South,Ecommerce,Small,2023-12-12,10000,60,REP043
5403,Fictional Outlet 05403,East,Traditional Trade,Medium,2023-12-14,5000,45,REP044
5404,Fictional Outlet 05404,West,Ecommerce,Large,2023-08-08,5000,45,REP045
5405,Fictional Outlet 05405,North,Traditional Trade,Large,2022-10-02,5000,60,REP046
5406,Fictional Outlet 05406,South,Traditional Trade,Large,2023-08-11,5000,15,REP047
5407,Fictional Outlet 05407,East,Modern Trade,Small,2022-07-06,25000,60,REP048
5408,Fictional Outlet 05408,West,Wholesale,Small,2022-08-23,5000,30,REP049
5409,Fictional Outlet 05409,North,Modern Trade,Medium,2023-09-16,50000,45,REP050
5410,Fictional Outlet 05410,South,Modern Trade,Small,2022-11-11,5000,60,REP051
5411,Fictional Outlet 05411,East,Traditional Trade,Small,2022-04-16,25000,45,REP052
5412,Fictional Outlet 05412,West,Wholesale,Small,2022-11-27,5000,15,REP053
5413,Fictional Outlet 05413,North,Traditional Trade,Medium,2022-03-07,25000,60,REP054
5414,Fictional Outlet 05414,South,Traditional Trade,Large,2023-05-23,5000,30,REP055
5415,Fictional Outlet 05415,East,Traditional Trade,Small,2022-11-21,25000,30,REP056
5416,Fictional Outlet 05416,West,Traditional Trade,Large,2022-07-05,50000,30,REP057
5417,Fictional Outlet 05417,North,Traditional Trade,Small,2023-06-06,10000,60,REP058
5418,Fictional Outlet 05418,South,Traditional Trade,Large,2023-02-24,5000,45,REP059
5419,Fictional Outlet 05419,East,Modern Trade,Medium,2023-05-06,5000,15,REP060
5420,Fictional Outlet 05420,West,Traditional Trade,Large,2023-04-13,10000,60,REP061
5421,Fictional Outlet 05421,North,Traditional Trade,Medium,2023-03-30,25000,60,REP062
5422,Fictional Outlet 05422,South,Traditional Trade,Medium,2022-08-17,5000,15,REP063
5423,Fictional Outlet 05423,East,Traditional Trade,Medium,2023-05-30,5000,30,REP064
5424,Fictional Outlet 05424,West,Traditional Trade,Large,2023-01-10,50000,30,
5425,Fictional Outlet 05425,North,Traditional Trade,Medium,2023-01-17,5000,15,REP066
5426,Fictional Outlet 05426,South,Traditional Trade,Small,2023-07-09,25000,45,REP067
5427,Fictional Outlet 05427,East,Modern Trade,Small,2023-09-27,25000,60,REP068
5428,Fictional Outlet 05428,West,Traditional Trade,Large,2023-02-02,50000,30,REP069
5429,Fictional Outlet 05429,North,Traditional Trade,Small,2023-06-03,10000,45,REP070
5430,Fictional Outlet 05430,South,Wholesale,Medium,2023-12-02,10000,15,REP071
5431,Fictional Outlet 05431,East,Modern Trade,Small,2022-11-27,5000,30,REP072
5432,Fictional Outlet 05432,West, WHOLESALE ,Medium,2023-10-06,25000,30,REP073
5433,Fictional Outlet 05433,North,Traditional Trade,Large,2022-03-03,10000,60,REP074
5434,Fictional Outlet 05434,South,Ecommerce,Large,2023-01-30,5000,15,REP075
5435,Fictional Outlet 05435,East,Traditional Trade,Small,2022-12-25,10000,15,REP076
5436,Fictional Outlet 05436,West,Traditional Trade,Medium,2022-11-20,25000,30,REP077
5437,Fictional Outlet 05437,North,Traditional Trade,Large,2023-07-31,10000,60,REP078
5438,Fictional Outlet 05438,South,Modern Trade,Large,2023-01-15,5000,60,REP079
5439,Fictional Outlet 05439,East,Traditional Trade,Medium,2023-05-25,10000,15,REP080
5440,Fictional Outlet 05440,West,Traditional Trade,Large,2023-11-19,5000,45,REP001
5441,Fictional Outlet 05441,North,Modern Trade,Medium,2023-06-04,10000,45,REP002
5442,Fictional Outlet 05442,South,Traditional Trade,Small,2023-01-09,10000,45,REP003
5443,Fictional Outlet 05443,East,Modern Trade,Large,2022-08-13,10000,45,REP004
5444,Fictional Outlet 05444,West,Modern Trade,Large,2023-08-02,10000,15,REP005
5445,Fictional Outlet 05445,North,Traditional Trade,Large,2023-06-08,5000,60,REP006
5446,Fictional Outlet 05446,South,Wholesale,Small,2023-02-27,50000,45,REP007
5447,Fictional Outlet 05447,East,Traditional Trade,Large,2023-01-19,50000,60,REP008
5448,Fictional Outlet 05448,West,Wholesale,Large,2023-08-16,10000,15,REP009
5449,Fictional Outlet 05449,North,Modern Trade,Medium,2022-08-21,50000,45,REP010
5450,Fictional Outlet 05450,South,Modern Trade,Medium,2022-01-12,50000,60,REP011
5451,Fictional Outlet 05451,East,Modern Trade,Medium,2023-08-20,50000,60,REP012
5452,Fictional Outlet 05452,West,Wholesale,Medium,2022-10-22,50000,60,REP013
5453,Fictional Outlet 05453,North,Traditional Trade,Small,2023-12-24,50000,60,REP014
5454,Fictional Outlet 05454,South,Modern Trade,Medium,2023-02-08,10000,45,REP015
5455,Fictional Outlet 05455,East,Traditional Trade,Large,2022-12-26,50000,45,REP016
5456,Fictional Outlet 05456,West,Modern Trade,Small,2023-03-31,10000,15,REP017
5457,Fictional Outlet 05457,North,Traditional Trade,Large,2022-04-11,5000,60,REP018
5458,Fictional Outlet 05458,South,Traditional Trade,Large,2022-01-10,50000,60,REP019
5459,Fictional Outlet 05459,East,Wholesale,Medium,2023-11-12,50000,15,REP020
5460,Fictional Outlet 05460,West,Traditional Trade,Small,2022-10-06,10000,15,REP021
5461,Fictional Outlet 05461,North,Traditional Trade,Small,2023-06-16,25000,45,REP022
5462,Fictional Outlet 05462,South,Traditional Trade,Large,2022-02-28,50000,45,REP023
5463,Fictional Outlet 05463,East,Traditional Trade,Small,2023-01-25,5000,30,REP024
5464,Fictional Outlet 05464,West,Traditional Trade,Large,2023-02-28,25000,60,REP025
5465,Fictional Outlet 05465,North,Traditional Trade,Large,2023-06-05,5000,45,REP026
5466,Fictional Outlet 05466,South,Wholesale,Medium,2023-07-16,50000,60,REP027
5467,Fictional Outlet 05467,East,Traditional Trade,Large,2022-07-05,5000,30,REP028
5468,Fictional Outlet 05468,West,Wholesale,Medium,2023-12-23,5000,15,REP029
5469,Fictional Outlet 05469,North,Traditional Trade,Large,2023-05-30,5000,45,REP030
5470,Fictional Outlet 05470,South,Modern Trade,Large,2023-08-29,25000,60,REP031
5471,Fictional Outlet 05471,East,Traditional Trade,Large,2022-06-21,25000,30,REP032
5472,Fictional Outlet 05472,West,Traditional Trade,Large,2023-06-18,5000,60,REP033
5473,Fictional Outlet 05473,North,Traditional Trade,Large,2022-05-21,25000,60,REP034
5474,Fictional Outlet 05474,South,Traditional Trade,Small,2022-04-06,50000,60,REP035
5475,Fictional Outlet 05475,East,Traditional Trade,Medium,2023-11-10,50000,30,REP036
5476,Fictional Outlet 05476,West,Wholesale,Small,2023-07-08,25000,45,REP037
5477,Fictional Outlet 05477,North,Traditional Trade,Small,2023-08-18,25000,15,REP038
5478,Fictional Outlet 05478,South,Traditional Trade,Medium,2023-03-04,50000,60,REP039
5479,Fictional Outlet 05479,East,Traditional Trade,Large,2023-09-15,50000,60,REP040
5480,Fictional Outlet 05480,West,Wholesale,Large,2023-10-29,25000,60,REP041
5481,Fictional Outlet 05481,North,Traditional Trade,Medium,2023-07-31,25000,30,REP042
5482,Fictional Outlet 05482,South,Traditional Trade,Small,2022-05-25,10000,45,REP043
5483,Fictional Outlet 05483,East,Traditional Trade,Small,2023-10-10,5000,45,REP044
5484,Fictional Outlet 05484,West,Traditional Trade,Medium,2023-02-19,25000,60,REP045
5485,Fictional Outlet 05485,North,Wholesale,Small,2023-10-07,25000,15,REP046
5486,Fictional Outlet 05486,South,Traditional Trade,Medium,2022-01-05,5000,30,REP047
5487,Fictional Outlet 05487,East,Traditional Trade,Small,2022-09-14,50000,15,REP048
5488,Fictional Outlet 05488,West,Modern Trade,Small,2022-12-08,10000,60,REP049
5489,Fictional Outlet 05489,North,Wholesale,Medium,2023-01-14,50000,60,REP050
5490,Fictional Outlet 05490,South,Traditional Trade,Small,2022-11-07,25000,60,REP051
5491,Fictional Outlet 05491,East,Traditional Trade,Large,2023-09-17,10000,45,REP052
5492,Fictional Outlet 05492,West,Traditional Trade,Medium,2022-05-22,10000,60,REP053
5493,Fictional Outlet 05493,North,Traditional Trade,Small,2022-05-20,5000,30,REP054
5494,Fictional Outlet 05494,South,Traditional Trade,Medium,2023-06-13,50000,60,REP055
5495,Fictional Outlet 05495,East,Traditional Trade,Small,2022-06-18,50000,60,REP056
5496,Fictional Outlet 05496,West,Traditional Trade,Medium,2022-09-23,50000,60,REP057
5497,Fictional Outlet 05497,North,Traditional Trade,Medium,2022-03-14,50000,15,REP058
5498,Fictional Outlet 05498,South,Traditional Trade,Large,2023-08-07,50000,30,REP059
5499,Fictional Outlet 05499,East,Traditional Trade,Small,2023-05-08,10000,60,REP060
5500,Fictional Outlet 05500,West,Traditional Trade,Large,2022-09-20,10000,15,REP061
5501,Fictional Outlet 05501,North,Ecommerce,Medium,2023-06-01,25000,15,REP062
5502,Fictional Outlet 05502,South,Modern Trade,Small,2022-09-25,5000,60,REP063
5503,Fictional Outlet 05503,East,Wholesale,Large,2023-10-30,5000,60,REP064
5504,Fictional Outlet 05504,West,Wholesale,Small,2023-05-04,25000,45,REP065
5505,Fictional Outlet 05505,North,Traditional Trade,Medium,2022-08-23,10000,30,REP066
5506,Fictional Outlet 05506,South,Modern Trade,Small,2022-03-25,25000,45,REP067
5507,Fictional Outlet 05507,East,Traditional Trade,Large,2022-06-12,50000,60,REP068
5508,Fictional Outlet 05508,West,Traditional Trade,Small,2022-07-11,10000,15,REP069
5509,Fictional Outlet 05509,North,Traditional Trade,Medium,2022-11-17,50000,45,REP070
5510,Fictional Outlet 05510,South,Traditional Trade,Small,2022-12-25,5000,60,REP071
5511,Fictional Outlet 05511,East,Modern Trade,Medium,2023-02-05,50000,60,REP072
5512,Fictional Outlet 05512,West,Modern Trade,Large,2023-07-31,5000,45,REP073
5513,Fictional Outlet 05513,North,Traditional Trade,Medium,2022-01-20,5000,60,REP074
5514,Fictional Outlet 05514,South,Traditional Trade,Small,2022-10-10,5000,45,REP075
5515,Fictional Outlet 05515,East,Traditional Trade,Medium,2022-09-15,10000,15,REP076
5516,Fictional Outlet 05516,West,Wholesale,Medium,2023-11-02,5000,30,REP077
5517,Fictional Outlet 05517,North,Ecommerce,Small,2022-09-03,50000,60,REP078
5518,Fictional Outlet 05518,South,Traditional Trade,Small,2023-08-04,10000,45,REP079
5519,Fictional Outlet 05519,East,Modern Trade,Medium,2022-12-01,25000,15,REP080
5520,Fictional Outlet 05520,West,Traditional Trade,Large,2023-08-15,25000,15,REP001
5521,Fictional Outlet 05521,North,Traditional Trade,Medium,2023-03-29,50000,45,REP002
5522,Fictional Outlet 05522,South,Ecommerce,Small,2022-09-20,5000,45,REP003
5523,Fictional Outlet 05523,East,Traditional Trade,Medium,2023-09-22,50000,15,REP004
5524,Fictional Outlet 05524,West,Modern Trade,Small,2023-10-02,5000,15,REP005
5525,Fictional Outlet 05525,North,Traditional Trade,Small,2022-07-12,10000,45,REP006
5526,Fictional Outlet 05526,South,Traditional Trade,Large,2023-04-07,25000,15,REP007
5527,Fictional Outlet 05527,East,Ecommerce,Medium,2022-06-04,25000,45,REP008
5528,Fictional Outlet 05528,West,Wholesale,Medium,2023-02-14,10000,45,REP009
5529,Fictional Outlet 05529,North, MODERN TRADE ,Large,2022-01-04,50000,45,REP010
5530,Fictional Outlet 05530,South,Traditional Trade,Medium,2022-10-17,5000,60,REP011
5531,Fictional Outlet 05531,East,Wholesale,Large,2022-09-25,5000,60,REP012
5532,Fictional Outlet 05532,West,Traditional Trade,Medium,2022-03-17,50000,30,REP013
5533,Fictional Outlet 05533,North,Traditional Trade,Medium,2022-06-05,50000,60,REP014
5534,Fictional Outlet 05534,South,Ecommerce,Small,2022-09-02,50000,30,REP015
5535,Fictional Outlet 05535,East,Modern Trade,Small,2023-04-04,10000,45,REP016
5536,Fictional Outlet 05536,West,Traditional Trade,Small,2023-06-21,5000,15,REP017
5537,Fictional Outlet 05537,North,Modern Trade,Small,2022-01-30,50000,60,
5538,Fictional Outlet 05538,South,Traditional Trade,Small,2022-07-29,50000,15,REP019
5539,Fictional Outlet 05539,East,Traditional Trade,Medium,2022-04-19,50000,15,REP020
5540,Fictional Outlet 05540,West,Traditional Trade,Medium,2022-08-14,5000,45,REP021
5541,Fictional Outlet 05541,North,Traditional Trade,Medium,2022-11-10,25000,30,REP022
5542,Fictional Outlet 05542,South,Wholesale,Medium,2023-01-01,10000,45,REP023
5543,Fictional Outlet 05543,East,Traditional Trade,Medium,2023-09-05,50000,15,REP024
5544,Fictional Outlet 05544,West,Modern Trade,Large,2023-06-23,25000,60,REP025
5545,Fictional Outlet 05545,North,Traditional Trade,Small,2022-04-18,50000,60,REP026
5546,Fictional Outlet 05546,South,Traditional Trade,Large,2023-10-09,5000,30,REP027
5547,Fictional Outlet 05547,East,Traditional Trade,Small,2022-04-06,50000,15,REP028
5548,Fictional Outlet 05548,West,Modern Trade,Medium,2022-06-19,50000,45,REP029
5549,Fictional Outlet 05549,North,Ecommerce,Medium,2022-02-26,5000,60,REP030
5550,Fictional Outlet 05550,South,Traditional Trade,Medium,2022-07-11,25000,60,REP031
5551,Fictional Outlet 05551,East,Traditional Trade,Small,2023-08-27,25000,60,REP032
5552,Fictional Outlet 05552,West,Traditional Trade,Large,2023-03-11,25000,60,REP033
5553,Fictional Outlet 05553,North,Modern Trade,Small,2022-02-12,25000,45,REP034
5554,Fictional Outlet 05554,South,Ecommerce,Medium,2022-06-16,50000,15,REP035
5555,Fictional Outlet 05555,East,Traditional Trade,Small,2022-06-20,10000,15,REP036
5556,Fictional Outlet 05556,West,Traditional Trade,Medium,2023-05-08,25000,45,REP037
5557,Fictional Outlet 05557,North,Wholesale,Large,2022-02-20,50000,30,REP038
5558,Fictional Outlet 05558,South,Wholesale,Small,2023-05-24,10000,30,REP039
5559,Fictional Outlet 05559,East,Traditional Trade,Small,2022-03-08,25000,60,REP040
5560,Fictional Outlet 05560,West,Traditional Trade,Medium,2022-11-15,5000,15,REP041
5561,Fictional Outlet 05561,North,Wholesale,Small,2022-06-04,5000,60,REP042
5562,Fictional Outlet 05562,South,Modern Trade,Large,2022-06-02,50000,60,REP043
5563,Fictional Outlet 05563,East,Traditional Trade,Small,2023-06-06,10000,30,REP044
5564,Fictional Outlet 05564,West,Modern Trade,Medium,2023-11-28,10000,45,REP045
5565,Fictional Outlet 05565,North,Wholesale,Medium,2023-03-23,50000,45,REP046
5566,Fictional Outlet 05566,South,Traditional Trade,Medium,2023-09-22,10000,45,REP047
5567,Fictional Outlet 05567,East,Traditional Trade,Large,2023-03-14,25000,15,REP048
5568,Fictional Outlet 05568,West,Ecommerce,Medium,2023-09-17,50000,30,REP049
5569,Fictional Outlet 05569,North,Modern Trade,Small,2022-09-28,10000,30,REP050
5570,Fictional Outlet 05570,South,Wholesale,Large,2023-12-02,25000,15,REP051
5571,Fictional Outlet 05571,East,Traditional Trade,Small,2023-07-20,5000,60,REP052
5572,Fictional Outlet 05572,West,Traditional Trade,Small,2023-02-01,50000,45,REP053
5573,Fictional Outlet 05573,North,Traditional Trade,Small,2023-04-28,10000,60,REP054
5574,Fictional Outlet 05574,South,Traditional Trade,Small,2022-03-17,25000,45,REP055
5575,Fictional Outlet 05575,East,Traditional Trade,Small,2022-01-04,5000,15,REP056
5576,Fictional Outlet 05576,West,Traditional Trade,Large,2022-07-23,25000,15,REP057
5577,Fictional Outlet 05577,North,Wholesale,Medium,2022-10-30,10000,45,REP058
5578,Fictional Outlet 05578,South,Modern Trade,Large,2023-10-19,10000,15,REP059
5579,Fictional Outlet 05579,East,Traditional Trade,Small,2023-12-26,50000,60,REP060
5580,Fictional Outlet 05580,West,Modern Trade,Small,2022-06-07,10000,15,REP061
5581,Fictional Outlet 05581,North,Modern Trade,Small,2022-06-14,10000,60,REP062
5582,Fictional Outlet 05582,South,Traditional Trade,Small,2022-02-07,10000,60,REP063
5583,Fictional Outlet 05583,East,Traditional Trade,Large,2023-11-06,10000,45,REP064
5584,Fictional Outlet 05584,West,Ecommerce,Medium,2023-06-26,25000,15,REP065
5585,Fictional Outlet 05585,North,Traditional Trade,Small,2023-02-15,50000,45,REP066
5586,Fictional Outlet 05586,South,Traditional Trade,Large,2023-06-25,25000,60,REP067
5587,Fictional Outlet 05587,East,Traditional Trade,Small,2023-07-13,10000,30,REP068
5588,Fictional Outlet 05588,West,Modern Trade,Medium,2022-01-22,50000,30,REP069
5589,Fictional Outlet 05589,North,Ecommerce,Large,2022-11-03,5000,60,REP070
5590,Fictional Outlet 05590,South,Traditional Trade,Small,2023-08-18,25000,15,REP071
5591,Fictional Outlet 05591,East,Modern Trade,Small,2023-08-21,10000,30,REP072
5592,Fictional Outlet 05592,West,Wholesale,Medium,2022-09-13,5000,45,REP073
5593,Fictional Outlet 05593,North,Traditional Trade,Medium,2023-01-21,25000,15,REP074
5594,Fictional Outlet 05594,South,Traditional Trade,Large,2022-12-07,5000,45,REP075
5595,Fictional Outlet 05595,East,Modern Trade,Small,2022-03-02,50000,30,REP076
5596,Fictional Outlet 05596,West,Ecommerce,Small,2023-09-21,25000,15,REP077
5597,Fictional Outlet 05597,North,Traditional Trade,Medium,2022-07-03,25000,30,REP078
5598,Fictional Outlet 05598,South,Traditional Trade,Large,2022-08-18,25000,15,REP079
5599,Fictional Outlet 05599,East,Traditional Trade,Medium,2022-08-26,5000,15,REP080
5600,Fictional Outlet 05600,West,Traditional Trade,Small,2022-04-05,10000,30,REP001
5601,Fictional Outlet 05601,North,Wholesale,Large,2022-02-09,5000,45,REP002
5602,Fictional Outlet 05602,South,Traditional Trade,Large,2022-09-24,50000,60,REP003
5603,Fictional Outlet 05603,East,Traditional Trade,Large,2022-12-14,10000,45,REP004
5604,Fictional Outlet 05604,West,Traditional Trade,Small,2022-03-24,5000,15,REP005
5605,Fictional Outlet 05605,North,Traditional Trade,Small,2022-02-12,5000,45,REP006
5606,Fictional Outlet 05606,South,Modern Trade,Large,2023-07-06,50000,45,REP007
5607,Fictional Outlet 05607,East,Ecommerce,Large,2022-11-28,25000,45,REP008
5608,Fictional Outlet 05608,West,Traditional Trade,Medium,2023-08-09,50000,45,REP009
5609,Fictional Outlet 05609,North,Wholesale,Small,2022-05-07,5000,15,REP010
5610,Fictional Outlet 05610,South,Wholesale,Small,2023-12-01,50000,30,REP011
5611,Fictional Outlet 05611,East,Traditional Trade,Medium,2023-10-28,5000,30,REP012
5612,Fictional Outlet 05612,West,Wholesale,Medium,2023-10-22,10000,60,REP013
5613,Fictional Outlet 05613,North,Wholesale,Medium,2023-09-22,5000,30,REP014
5614,Fictional Outlet 05614,South,Traditional Trade,Medium,2023-07-16,50000,60,REP015
5615,Fictional Outlet 05615,East,Ecommerce,Large,2023-09-15,50000,60,REP016
5616,Fictional Outlet 05616,West,Modern Trade,Medium,2022-08-16,50000,60,REP017
5617,Fictional Outlet 05617,North,Modern Trade,Medium,2022-07-07,50000,15,REP018
5618,Fictional Outlet 05618,South,Traditional Trade,Small,2023-01-02,25000,60,REP019
5619,Fictional Outlet 05619,East,Wholesale,Small,2023-11-15,25000,15,REP020
5620,Fictional Outlet 05620,West,Modern Trade,Medium,2022-03-28,25000,45,REP021
5621,Fictional Outlet 05621,North,Traditional Trade,Small,2023-07-08,25000,15,REP022
5622,Fictional Outlet 05622,South,Traditional Trade,Large,2022-01-15,50000,30,REP023
5623,Fictional Outlet 05623,East,Traditional Trade,Large,2023-08-13,5000,60,REP024
5624,Fictional Outlet 05624,West,Traditional Trade,Small,2023-10-31,10000,60,REP025
5625,Fictional Outlet 05625,North,Wholesale,Small,2023-03-09,25000,45,REP026
5626,Fictional Outlet 05626,South, TRADITIONAL TRADE ,Large,2022-05-30,10000,60,REP027
5627,Fictional Outlet 05627,East,Traditional Trade,Medium,2023-02-04,10000,30,REP028
5628,Fictional Outlet 05628,West,Traditional Trade,Large,2022-09-24,10000,45,REP029
5629,Fictional Outlet 05629,North,Traditional Trade,Small,2022-02-02,5000,30,REP030
5630,Fictional Outlet 05630,South,Traditional Trade,Small,2022-02-28,5000,45,REP031
5631,Fictional Outlet 05631,East,Modern Trade,Large,2023-07-23,5000,60,REP032
5632,Fictional Outlet 05632,West,Traditional Trade,Small,2022-10-13,25000,45,REP033
5633,Fictional Outlet 05633,North,Traditional Trade,Large,2023-05-18,25000,30,REP034
5634,Fictional Outlet 05634,South,Modern Trade,Large,2023-09-08,50000,15,REP035
5635,Fictional Outlet 05635,East,Ecommerce,Medium,2022-11-06,25000,45,REP036
5636,Fictional Outlet 05636,West,Modern Trade,Medium,2022-12-17,10000,30,REP037
5637,Fictional Outlet 05637,North,Traditional Trade,Small,2023-03-08,50000,30,REP038
5638,Fictional Outlet 05638,South,Traditional Trade,Medium,2023-12-17,10000,15,REP039
5639,Fictional Outlet 05639,East,Modern Trade,Small,2022-09-12,5000,15,REP040
5640,Fictional Outlet 05640,West,Modern Trade,Small,2022-02-12,5000,60,REP041
5641,Fictional Outlet 05641,North,Wholesale,Small,2022-08-07,50000,60,REP042
5642,Fictional Outlet 05642,South,Traditional Trade,Large,2023-12-07,50000,45,REP043
5643,Fictional Outlet 05643,East,Wholesale,Medium,2022-08-07,5000,30,REP044
5644,Fictional Outlet 05644,West,Traditional Trade,Medium,2022-02-22,25000,45,REP045
5645,Fictional Outlet 05645,North,Traditional Trade,Small,2022-08-09,25000,15,REP046
5646,Fictional Outlet 05646,South,Traditional Trade,Large,2023-06-02,25000,60,REP047
5647,Fictional Outlet 05647,East,Traditional Trade,Small,2022-10-13,10000,60,REP048
5648,Fictional Outlet 05648,West,Traditional Trade,Medium,2022-07-25,25000,60,REP049
5649,Fictional Outlet 05649,North,Traditional Trade,Medium,2023-01-03,50000,30,REP050
5650,Fictional Outlet 05650,South,Traditional Trade,Small,2022-11-18,25000,45,
5651,Fictional Outlet 05651,East,Traditional Trade,Large,2022-09-04,5000,45,REP052
5652,Fictional Outlet 05652,West,Modern Trade,Large,2023-03-08,10000,60,REP053
5653,Fictional Outlet 05653,North,Ecommerce,Small,2023-07-17,10000,15,REP054
5654,Fictional Outlet 05654,South,Traditional Trade,Small,2022-09-19,50000,30,REP055
5655,Fictional Outlet 05655,East,Ecommerce,Large,2022-02-01,50000,45,REP056
5656,Fictional Outlet 05656,West,Traditional Trade,Large,2022-12-12,25000,45,REP057
5657,Fictional Outlet 05657,North,Traditional Trade,Medium,2022-06-27,10000,30,REP058
5658,Fictional Outlet 05658,South,Modern Trade,Small,2022-06-10,5000,45,REP059
5659,Fictional Outlet 05659,East,Traditional Trade,Small,2023-12-25,10000,30,REP060
5660,Fictional Outlet 05660,West,Traditional Trade,Large,2023-10-02,10000,15,REP061
5661,Fictional Outlet 05661,North,Wholesale,Medium,2023-11-12,10000,45,REP062
5662,Fictional Outlet 05662,South,Traditional Trade,Small,2023-01-19,50000,15,REP063
5663,Fictional Outlet 05663,East,Traditional Trade,Large,2023-06-06,10000,15,REP064
5664,Fictional Outlet 05664,West,Modern Trade,Small,2023-03-14,10000,60,REP065
5665,Fictional Outlet 05665,North,Modern Trade,Medium,2023-02-07,50000,60,REP066
5666,Fictional Outlet 05666,South,Traditional Trade,Large,2023-02-06,50000,15,REP067
5667,Fictional Outlet 05667,East,Modern Trade,Medium,2023-03-12,50000,30,REP068
5668,Fictional Outlet 05668,West,Traditional Trade,Medium,2023-04-19,50000,60,REP069
5669,Fictional Outlet 05669,North,Traditional Trade,Small,2022-01-14,25000,45,REP070
5670,Fictional Outlet 05670,South,Traditional Trade,Medium,2022-11-05,50000,45,REP071
5671,Fictional Outlet 05671,East,Wholesale,Large,2022-01-06,10000,45,REP072
5672,Fictional Outlet 05672,West,Modern Trade,Small,2022-05-02,5000,30,REP073
5673,Fictional Outlet 05673,North,Ecommerce,Medium,2022-06-01,10000,60,REP074
5674,Fictional Outlet 05674,South,Ecommerce,Large,2022-04-18,25000,60,REP075
5675,Fictional Outlet 05675,East,Modern Trade,Large,2023-05-26,50000,45,REP076
5676,Fictional Outlet 05676,West,Traditional Trade,Small,2023-07-24,10000,45,REP077
5677,Fictional Outlet 05677,North,Wholesale,Medium,2022-02-18,10000,30,REP078
5678,Fictional Outlet 05678,South,Modern Trade,Medium,2022-08-01,50000,15,REP079
5679,Fictional Outlet 05679,East,Modern Trade,Small,2023-07-14,10000,45,REP080
5680,Fictional Outlet 05680,West,Traditional Trade,Medium,2022-07-15,5000,60,REP001
5681,Fictional Outlet 05681,North,Modern Trade,Large,2022-07-05,25000,60,REP002
5682,Fictional Outlet 05682,South,Wholesale,Small,2023-12-29,5000,30,REP003
5683,Fictional Outlet 05683,East,Wholesale,Large,2023-06-02,50000,30,REP004
5684,Fictional Outlet 05684,West,Wholesale,Small,2022-06-25,5000,15,REP005
5685,Fictional Outlet 05685,North,Wholesale,Medium,2022-01-04,10000,15,REP006
5686,Fictional Outlet 05686,South,Traditional Trade,Small,2023-06-01,10000,60,REP007
5687,Fictional Outlet 05687,East,Ecommerce,Small,2022-01-27,5000,15,REP008
5688,Fictional Outlet 05688,West,Traditional Trade,Medium,2022-03-29,5000,60,REP009
5689,Fictional Outlet 05689,North,Traditional Trade,Medium,2023-07-25,50000,45,REP010
5690,Fictional Outlet 05690,South,Traditional Trade,Small,2023-08-07,10000,60,REP011
5691,Fictional Outlet 05691,East,Traditional Trade,Small,2022-03-22,5000,15,REP012
5692,Fictional Outlet 05692,West,Ecommerce,Medium,2023-03-06,10000,15,REP013
5693,Fictional Outlet 05693,North,Modern Trade,Large,2023-09-17,10000,60,REP014
5694,Fictional Outlet 05694,South,Traditional Trade,Medium,2022-07-30,5000,15,REP015
5695,Fictional Outlet 05695,East,Traditional Trade,Medium,2023-01-15,5000,30,REP016
5696,Fictional Outlet 05696,West,Traditional Trade,Medium,2022-06-25,25000,30,REP017
5697,Fictional Outlet 05697,North,Traditional Trade,Medium,2023-01-01,5000,30,REP018
5698,Fictional Outlet 05698,South,Traditional Trade,Large,2023-09-14,50000,60,REP019
5699,Fictional Outlet 05699,East,Traditional Trade,Small,2023-01-17,5000,45,REP020
5700,Fictional Outlet 05700,West,Traditional Trade,Medium,2023-04-04,10000,60,REP021
5701,Fictional Outlet 05701,North,Modern Trade,Large,2023-03-13,25000,30,REP022
5702,Fictional Outlet 05702,South,Modern Trade,Large,2023-11-06,25000,45,REP023
5703,Fictional Outlet 05703,East,Modern Trade,Medium,2023-03-04,50000,15,REP024
5704,Fictional Outlet 05704,West,Traditional Trade,Medium,2023-11-08,25000,15,REP025
5705,Fictional Outlet 05705,North,Wholesale,Medium,2023-03-29,25000,60,REP026
5706,Fictional Outlet 05706,South,Traditional Trade,Medium,2023-01-06,10000,45,REP027
5707,Fictional Outlet 05707,East,Modern Trade,Large,2023-11-05,25000,45,REP028
5708,Fictional Outlet 05708,West,Traditional Trade,Large,2022-02-26,25000,15,REP029
5709,Fictional Outlet 05709,North,Traditional Trade,Small,2023-05-14,5000,30,REP030
5710,Fictional Outlet 05710,South,Modern Trade,Small,2022-12-11,25000,45,REP031
5711,Fictional Outlet 05711,East,Traditional Trade,Small,2022-04-16,25000,15,REP032
5712,Fictional Outlet 05712,West,Traditional Trade,Medium,2023-03-15,5000,30,REP033
