ReturnLineID,DeliveryLineID,ReturnDate,ReturnedCases,ReasonCode,CreditAmountGBP,HandlingCostGBP,Disposition
12673,103944,2025-04-15,6,Short Shelf Life,315.72,4.7,Destroyed
12674,103945,2025-04-12,7,Customer Rejection,337.82,5.15,Destroyed
12675,103955,2025-04-19,4,Short Shelf Life,152.52,3.8,Destroyed
12676,103975,2025-04-23,10,Quality,383.6,6.5,Destroyed
12677,103985,2025-04-26,2,Customer Rejection,46.22,2.9,Destroyed
12678,103986,2025-04-11,3,Short Shelf Life,57.09,3.35,Destroyed
12679,103988,2025-04-17,7,Damaged,174.3,5.15,Destroyed
12680,103992,2025-04-28,2,Quality,81.14,2.9,Destroyed
12681,103996,2025-04-24,10,Customer Rejection,334.9,6.5,Destroyed
12682,103998,2025-04-13,2,Customer Rejection,64.76,2.9,Destroyed
12683,104007,2025-04-20,2,Damaged,77.88,2.9,Destroyed
12684,104010,2025-04-06,1,Damaged,28.6,2.45,Destroyed
12685,104018,2025-04-28,2,Customer Rejection,59.48,2.9,Destroyed
12686,104020,2025-04-07,2,Quality,92.98,2.9,Destroyed
12687,104023,2025-04-04,3,Short Shelf Life,128.34,3.35,Destroyed
12688,104031,2025-04-19,4,Damaged,145.2,3.8,Destroyed
12689,104038,2025-04-28,4,Customer Rejection,169.92,3.8,Destroyed
12690,104040,2025-04-11,11,Damaged,173.91,6.95,Destroyed
12691,104045,2025-04-24,1,Customer Rejection,46.2,2.45,Destroyed
12692,104047,2025-04-26,1,Customer Rejection,40.71,2.45,Destroyed
12693,104052,2025-04-07,1,Quality,35.81,2.45,Destroyed
12694,104054,2025-04-21,1,Quality,56.61,2.45,Destroyed
12695,104058,2025-04-06,3,Customer Rejection,91.86,3.35,Destroyed
12696,104062,2025-04-20,3,Customer Rejection,116.07,3.35,Destroyed
12697,104066,2025-04-23,1,Short Shelf Life,36.17,2.45,Destroyed
12698,104072,2025-04-28,2,Damaged,76.72,2.9,Destroyed
12699,104078,2025-04-15,11,Damaged,355.08,6.95,Destroyed
12700,104080,2025-04-23,4,Short Shelf Life,149.36,3.8,Destroyed
12701,104088,2025-04-21,3,Quality,120.63,3.35,Destroyed
12702,104095,2025-04-07,10,Customer Rejection,328.2,6.5,Destroyed
12703,104100,2025-04-12,1,Short Shelf Life,42.95,2.45,Destroyed
12704,104101,2025-04-20,4,Quality,171.8,3.8,Destroyed
12705,104110,2025-04-06,2,Customer Rejection,36.92,2.9,Destroyed
12706,104124,2025-04-19,3,Quality,125.1,3.35,Destroyed
12707,104126,2025-04-09,6,Short Shelf Life,208.26,4.7,Destroyed
12708,104128,2025-04-06,6,Short Shelf Life,163.02,4.7,Destroyed
12709,104150,2025-04-20,4,Damaged,158.04,3.8,Destroyed
12710,104165,2025-04-11,12,Customer Rejection,559.2,7.4,Destroyed
12711,104171,2025-04-18,4,Customer Rejection,157.68,3.8,Destroyed
12712,104173,2025-04-10,1,Damaged,30.14,2.45,Destroyed
12713,104174,2025-04-13,5,Short Shelf Life,173.0,4.25,Destroyed
12714,104178,2025-04-21,1,Damaged,39.62,2.45,Destroyed
12715,104186,2025-04-15,4,Short Shelf Life,193.04,3.8,Destroyed
12716,104188,2025-04-07,2,Damaged,81.12,2.9,Destroyed
12717,104194,2025-04-27,1,Short Shelf Life,51.0,2.45,Destroyed
12718,104212,2025-04-08,7,Quality,246.47,5.15,Destroyed
12719,104218,2025-04-19,1,Short Shelf Life,39.03,2.45,Destroyed
12720,104223,2025-04-24,3,Damaged,118.53,3.35,Destroyed
12721,104235,2025-04-22,8,Short Shelf Life,368.16,5.6,Destroyed
12722,104239,2025-04-25,3,Damaged,60.54,3.35,Destroyed
12723,104243,2025-04-26,1,Customer Rejection,18.08,2.45,Destroyed
12724,104271,2025-04-21,3,Quality,118.53,3.35,Destroyed
12725,104279,2025-04-14,1,Quality,43.47,2.45,Destroyed
12726,104286,2025-04-19,10,Short Shelf Life,334.9,6.5,Destroyed
12727,104313,2025-04-14,2,Quality,96.24,2.9,Destroyed
12728,104316,2025-04-14,1,Quality,27.14,2.45,Destroyed
12729,104332,2025-04-25,5,Damaged,193.45,4.25,Destroyed
12730,104334,2025-04-12,3,Short Shelf Life,86.97,3.35,Destroyed
12731,104350,2025-04-09,1,Customer Rejection,32.88,2.45,Destroyed
12732,104361,2025-04-23,1,Quality,32.88,2.45,Destroyed
12733,104370,2025-04-13,1,Customer Rejection,36.41,2.45,Destroyed
12734,104372,2025-04-17,5,Damaged,183.7,4.25,Destroyed
12735,104378,2025-04-18,1,Quality,19.76,2.45,Destroyed
12736,104384,2025-04-29,6,Quality,226.74,4.7,Destroyed
12737,104386,2025-04-25,1,Quality,44.1,2.45,Destroyed
12738,104391,2025-04-24,3,Damaged,132.51,3.35,Destroyed
12739,104405,2025-04-15,10,Damaged,214.2,6.5,Destroyed
12740,104422,2025-04-27,3,Damaged,97.02,3.35,Destroyed
12741,104453,2025-04-15,1,Damaged,53.04,2.45,Destroyed
12742,104457,2025-04-20,7,Quality,339.64,5.15,Destroyed
12743,104465,2025-05-01,9,Quality,326.34,6.05,Destroyed
12744,104474,2025-04-20,3,Quality,101.67,3.35,Destroyed
12745,104487,2025-04-23,8,Short Shelf Life,230.8,5.6,Destroyed
12746,104510,2025-04-11,7,Quality,404.6,5.15,Destroyed
12747,104518,2025-04-23,11,Customer Rejection,310.75,6.95,Destroyed
12748,104525,2025-04-16,3,Damaged,74.88,3.35,Destroyed
12749,104538,2025-04-25,7,Quality,296.31,5.15,Destroyed
12750,104546,2025-04-16,1,Damaged,38.74,2.45,Destroyed
12751,104556,2025-04-21,5,Short Shelf Life,135.7,4.25,Destroyed
12752,104563,2025-04-21,9,Customer Rejection,310.77,6.05,Destroyed
12753,104566,2025-04-27,2,Short Shelf Life,35.02,2.9,Destroyed
12754,104570,2025-04-17,4,Damaged,128.56,3.8,Destroyed
12755,104593,2025-04-18,5,Damaged,109.55,4.25,Destroyed
12756,104605,2025-05-02,4,Short Shelf Life,196.52,3.8,Destroyed
12757,104607,2025-04-23,5,Quality,155.9,4.25,Destroyed
12758,104616,2025-04-16,1,Short Shelf Life,45.85,2.45,Destroyed
12759,104626,2025-04-20,10,Damaged,262.1,6.5,Destroyed
12760,104651,2025-04-16,3,Customer Rejection,107.01,3.35,Destroyed
12761,104657,2025-04-16,10,Quality,554.3,6.5,Destroyed
12762,104663,2025-04-15,6,Damaged,152.52,4.7,Destroyed
12763,104668,2025-04-09,2,Short Shelf Life,57.2,2.9,Destroyed
12764,104675,2025-05-01,4,Quality,110.64,3.8,Destroyed
12765,104680,2025-04-20,1,Damaged,33.89,2.45,Destroyed
12766,104684,2025-04-28,3,Damaged,89.22,3.35,Destroyed
12767,104685,2025-04-19,7,Damaged,166.74,5.15,Destroyed
12768,104687,2025-04-12,10,Quality,220.3,6.5,Destroyed
12769,104688,2025-04-24,3,Customer Rejection,124.86,3.35,Destroyed
12770,104711,2025-04-13,10,Damaged,265.8,6.5,Destroyed
12771,104727,2025-04-17,4,Damaged,166.24,3.8,Destroyed
12772,104730,2025-04-27,3,Damaged,59.13,3.35,Destroyed
12773,104745,2025-04-26,5,Short Shelf Life,175.1,4.25,Destroyed
12774,104760,2025-04-18,4,Damaged,85.32,3.8,Destroyed
12775,104766,2025-04-25,2,Damaged,78.84,2.9,Destroyed
12776,104785,2025-04-14,1,Quality,38.69,2.45,Destroyed
12777,104792,2025-04-25,2,Quality,104.84,2.9,Destroyed
12778,104797,2025-04-25,3,Quality,151.95,3.35,Destroyed
12779,104799,2025-04-10,4,Quality,161.8,3.8,Destroyed
12780,104810,2025-04-15,2,Short Shelf Life,84.34,2.9,Destroyed
12781,104812,2025-04-22,4,Customer Rejection,167.56,3.8,Destroyed
12782,104830,2025-04-13,3,Customer Rejection,164.43,3.35,Destroyed
12783,104847,2025-05-02,1,Damaged,36.74,2.45,Destroyed
12784,104849,2025-04-26,1,Quality,31.18,2.45,Destroyed
12785,104854,2025-04-20,6,Damaged,218.46,4.7,Destroyed
12786,104856,2025-04-24,1,Customer Rejection,39.03,2.45,Destroyed
12787,104867,2025-04-14,4,Short Shelf Life,198.92,3.8,Destroyed
12788,104869,2025-04-15,5,Damaged,133.95,4.25,Destroyed
12789,104872,2025-04-19,3,Short Shelf Life,159.51,3.35,Destroyed
12790,104906,2025-04-10,1,Customer Rejection,23.19,2.45,Destroyed
12791,104927,2025-05-01,1,Customer Rejection,36.92,2.45,Destroyed
12792,104929,2025-04-27,2,Damaged,57.02,2.9,Destroyed
12793,104932,2025-04-22,5,Damaged,185.1,4.25,Destroyed
12794,104935,2025-04-10,2,Quality,65.52,2.9,Destroyed
12795,104936,2025-04-30,5,Damaged,235.55,4.25,Destroyed
12796,104938,2025-04-08,2,Damaged,36.16,2.9,Destroyed
12797,104954,2025-04-21,1,Short Shelf Life,27.35,2.45,Destroyed
12798,104962,2025-04-30,8,Damaged,158.08,5.6,Destroyed
12799,104968,2025-04-17,4,Damaged,115.96,3.8,Destroyed
12800,104973,2025-04-23,6,Customer Rejection,187.14,4.7,Destroyed
12801,104974,2025-04-20,7,Quality,199.57,5.15,Destroyed
12802,104984,2025-04-11,3,Damaged,106.77,3.35,Destroyed
12803,104986,2025-04-12,3,Customer Rejection,64.26,3.35,Destroyed
12804,104988,2025-04-25,3,Customer Rejection,157.86,3.35,Destroyed
12805,104996,2025-05-01,3,Damaged,88.32,3.35,Destroyed
12806,105004,2025-04-20,2,Damaged,69.08,2.9,Destroyed
12807,105016,2025-05-01,4,Damaged,131.28,3.8,Destroyed
12808,105018,2025-04-11,8,Customer Rejection,323.6,5.6,Destroyed
12809,105020,2025-04-15,8,Short Shelf Life,314.72,5.6,Destroyed
12810,105027,2025-04-26,1,Quality,30.99,2.45,Destroyed
12811,105036,2025-04-13,8,Short Shelf Life,289.36,5.6,Destroyed
12812,105044,2025-05-02,2,Damaged,78.68,2.9,Destroyed
12813,105045,2025-04-27,3,Short Shelf Life,137.1,3.35,Destroyed
12814,105052,2025-04-29,3,Short Shelf Life,105.45,3.35,Destroyed
12815,105059,2025-04-11,5,Customer Rejection,253.25,4.25,Destroyed
12816,105074,2025-04-10,2,Damaged,78.5,2.9,Destroyed
12817,105079,2025-04-13,7,Short Shelf Life,245.14,5.15,Destroyed
12818,105080,2025-04-14,4,Short Shelf Life,119.72,3.8,Destroyed
12819,105083,2025-04-10,9,Damaged,400.32,6.05,Destroyed
12820,105084,2025-04-12,3,Damaged,118.53,3.35,Destroyed
12821,105104,2025-04-18,11,Damaged,472.78,6.95,Destroyed
12822,105107,2025-04-23,2,Damaged,66.78,2.9,Destroyed
12823,105113,2025-05-03,3,Damaged,157.26,3.35,Destroyed
12824,105117,2025-04-12,2,Quality,46.22,2.9,Destroyed
12825,105120,2025-04-28,3,Short Shelf Life,132.51,3.35,Destroyed
12826,105141,2025-05-01,1,Short Shelf Life,36.92,2.45,Destroyed
12827,105155,2025-05-01,10,Quality,466.0,6.5,Destroyed
12828,105162,2025-04-24,1,Customer Rejection,41.7,2.45,Destroyed
12829,105178,2025-04-20,4,Short Shelf Life,226.44,3.8,Destroyed
12830,105211,2025-04-20,1,Short Shelf Life,42.98,2.45,Destroyed
12831,105242,2025-04-12,1,Customer Rejection,37.79,2.45,Destroyed
12832,105243,2025-04-10,7,Quality,217.84,5.15,Destroyed
12833,105249,2025-04-14,3,Damaged,151.29,3.35,Destroyed
12834,105250,2025-04-16,7,Damaged,307.16,5.15,Destroyed
12835,105259,2025-04-19,7,Quality,417.13,5.15,Destroyed
12836,105261,2025-05-03,11,Damaged,294.69,6.95,Destroyed
12837,105268,2025-04-29,2,Short Shelf Life,110.86,2.9,Destroyed
12838,105269,2025-04-10,1,Damaged,20.35,2.45,Destroyed
12839,105281,2025-04-11,6,Quality,135.78,4.7,Destroyed
12840,105298,2025-04-18,3,Customer Rejection,118.86,3.35,Destroyed
12841,105306,2025-04-18,3,Quality,161.31,3.35,Destroyed
12842,105308,2025-04-22,2,Quality,106.08,2.9,Destroyed
12843,105311,2025-04-20,4,Damaged,152.52,3.8,Destroyed
12844,105312,2025-04-18,1,Short Shelf Life,21.33,2.45,Destroyed
12845,105314,2025-04-30,3,Damaged,88.38,3.35,Destroyed
12846,105317,2025-04-16,3,Damaged,118.86,3.35,Destroyed
12847,105320,2025-05-02,8,Short Shelf Life,296.16,5.6,Destroyed
12848,105331,2025-04-24,3,Quality,110.22,3.35,Destroyed
12849,105343,2025-04-21,2,Customer Rejection,84.96,2.9,Destroyed
12850,105346,2025-05-05,2,Damaged,55.48,2.9,Destroyed
12851,105349,2025-05-04,1,Short Shelf Life,45.1,2.45,Destroyed
12852,105353,2025-04-15,5,Damaged,90.4,4.25,Destroyed
12853,105360,2025-04-27,3,Damaged,103.59,3.35,Destroyed
12854,105361,2025-04-28,9,Quality,374.94,6.05,Destroyed
12855,105370,2025-04-29,1,Short Shelf Life,32.88,2.45,Destroyed
12856,105373,2025-04-19,5,Damaged,196.25,4.25,Destroyed
12857,105374,2025-04-15,2,Customer Rejection,71.34,2.9,Destroyed
12858,105381,2025-04-29,1,Damaged,33.39,2.45,Destroyed
12859,105404,2025-05-04,9,Damaged,365.04,6.05,Destroyed
12860,105407,2025-04-30,9,Customer Rejection,374.04,6.05,Destroyed
12861,105410,2025-05-04,1,Damaged,39.99,2.45,Destroyed
12862,105450,2025-04-28,3,Damaged,74.43,3.35,Destroyed
12863,105462,2025-04-19,3,Damaged,126.99,3.35,Destroyed
12864,105466,2025-04-23,2,Customer Rejection,88.2,2.9,Destroyed
12865,105472,2025-05-04,1,Customer Rejection,25.58,2.45,Destroyed
12866,105490,2025-04-14,3,Short Shelf Life,108.78,3.35,Destroyed
12867,105502,2025-04-11,1,Short Shelf Life,44.4,2.45,Destroyed
12868,105511,2025-04-21,12,Damaged,399.36,7.4,Destroyed
12869,105522,2025-04-25,3,Short Shelf Life,97.14,3.35,Destroyed
12870,105528,2025-04-16,6,Damaged,159.18,4.7,Destroyed
12871,105531,2025-04-27,2,Damaged,67.98,2.9,Destroyed
12872,105556,2025-05-04,3,Damaged,85.53,3.35,Destroyed
12873,105558,2025-04-25,3,Short Shelf Life,105.21,3.35,Destroyed
12874,105569,2025-04-18,1,Short Shelf Life,41.08,2.45,Destroyed
12875,105595,2025-05-04,5,Short Shelf Life,166.4,4.25,Destroyed
12876,105603,2025-05-06,5,Short Shelf Life,210.85,4.25,Destroyed
12877,105623,2025-04-13,4,Customer Rejection,138.4,3.8,Destroyed
12878,105625,2025-04-30,11,Quality,472.45,6.95,Destroyed
12879,105628,2025-05-07,5,Damaged,170.5,4.25,Destroyed
12880,105635,2025-05-03,2,Short Shelf Life,64.56,2.9,Destroyed
12881,105641,2025-05-02,2,Customer Rejection,93.62,2.9,Destroyed
12882,105642,2025-04-14,1,Damaged,40.46,2.45,Destroyed
12883,105647,2025-04-28,8,Customer Rejection,443.44,5.6,Destroyed
12884,105649,2025-04-28,4,Customer Rejection,79.04,3.8,Destroyed
12885,105650,2025-04-18,5,Quality,98.8,4.25,Destroyed
12886,105665,2025-04-26,8,Quality,337.36,5.6,Destroyed
12887,105675,2025-04-28,11,Quality,428.34,6.95,Destroyed
12888,105680,2025-05-03,5,Quality,252.15,4.25,Destroyed
12889,105692,2025-04-22,3,Short Shelf Life,83.82,3.35,Destroyed
12890,105696,2025-04-27,5,Short Shelf Life,128.7,4.25,Destroyed
12891,105708,2025-04-26,1,Customer Rejection,27.14,2.45,Destroyed
12892,105722,2025-04-24,4,Short Shelf Life,63.24,3.8,Destroyed
12893,105723,2025-04-24,1,Customer Rejection,19.71,2.45,Destroyed
12894,105726,2025-04-21,3,Short Shelf Life,64.26,3.35,Destroyed
12895,105728,2025-04-28,1,Customer Rejection,35.02,2.45,Destroyed
12896,105731,2025-05-01,2,Short Shelf Life,92.04,2.9,Destroyed
12897,105734,2025-04-16,1,Short Shelf Life,55.43,2.45,Destroyed
12898,105735,2025-04-25,4,Short Shelf Life,92.76,3.8,Destroyed
12899,105755,2025-04-26,5,Quality,104.0,4.25,Destroyed
12900,105764,2025-04-25,1,Short Shelf Life,44.17,2.45,Destroyed
12901,105771,2025-05-05,2,Customer Rejection,83.24,2.9,Destroyed
12902,105775,2025-05-03,2,Damaged,54.34,2.9,Destroyed
12903,105776,2025-05-01,6,Quality,305.1,4.7,Destroyed
12904,105779,2025-04-21,1,Quality,20.35,2.45,Destroyed
12905,105796,2025-04-20,3,Short Shelf Life,119.97,3.35,Destroyed
12906,105800,2025-04-21,8,Short Shelf Life,308.24,5.6,Destroyed
12907,105825,2025-04-15,2,Damaged,83.32,2.9,Destroyed
12908,105827,2025-04-12,2,Quality,85.9,2.9,Destroyed
12909,105831,2025-05-05,3,Damaged,99.84,3.35,Destroyed
12910,105833,2025-04-27,1,Customer Rejection,49.8,2.45,Destroyed
12911,105835,2025-05-01,6,Damaged,99.84,4.7,Destroyed
12912,105838,2025-05-02,1,Short Shelf Life,42.33,2.45,Destroyed
12913,105852,2025-04-20,5,Damaged,161.9,4.25,Destroyed
12914,105853,2025-04-27,5,Quality,175.1,4.25,Destroyed
12915,105861,2025-04-14,7,Customer Rejection,304.29,5.15,Destroyed
12916,105862,2025-05-05,1,Damaged,37.34,2.45,Destroyed
12917,105867,2025-05-06,2,Short Shelf Life,71.34,2.9,Destroyed
12918,105875,2025-05-07,2,Quality,32.28,2.9,Destroyed
12919,105906,2025-04-26,1,Short Shelf Life,56.61,2.45,Destroyed
12920,105929,2025-05-03,2,Customer Rejection,75.58,2.9,Destroyed
12921,105931,2025-04-22,1,Quality,37.02,2.45,Destroyed
12922,105932,2025-04-15,11,Quality,255.09,6.95,Destroyed
12923,105941,2025-05-06,3,Customer Rejection,156.21,3.35,Destroyed
12924,105942,2025-05-02,1,Customer Rejection,22.03,2.45,Destroyed
12925,105944,2025-05-01,2,Quality,38.28,2.9,Destroyed
12926,105946,2025-05-04,4,Quality,129.12,3.8,Destroyed
12927,105950,2025-04-23,8,Damaged,309.52,5.6,Destroyed
12928,105953,2025-04-22,2,Short Shelf Life,51.96,2.9,Destroyed
12929,105954,2025-05-05,12,Damaged,612.0,7.4,Destroyed
12930,105955,2025-04-21,9,Customer Rejection,244.26,6.05,Destroyed
12931,105959,2025-04-28,7,Damaged,202.93,5.15,Destroyed
12932,105964,2025-04-25,1,Quality,49.13,2.45,Destroyed
12933,105967,2025-04-29,1,Quality,36.76,2.45,Destroyed
12934,105969,2025-04-15,6,Damaged,142.26,4.7,Destroyed
12935,106015,2025-04-15,11,Customer Rejection,485.1,6.95,Destroyed
12936,106019,2025-04-26,5,Short Shelf Life,289.0,4.25,Destroyed
12937,106031,2025-04-16,1,Customer Rejection,36.92,2.45,Destroyed
12938,106038,2025-04-22,7,Quality,315.7,5.15,Destroyed
12939,106047,2025-04-21,9,Short Shelf Life,315.18,6.05,Destroyed
12940,106051,2025-04-26,5,Customer Rejection,241.15,4.25,Destroyed
12941,106056,2025-04-24,3,Short Shelf Life,112.02,3.35,Destroyed
12942,106061,2025-04-28,1,Damaged,46.44,2.45,Destroyed
12943,106065,2025-04-28,3,Damaged,118.02,3.35,Destroyed
12944,106068,2025-04-30,9,Customer Rejection,289.26,6.05,Destroyed
12945,106069,2025-04-20,5,Customer Rejection,182.05,4.25,Destroyed
12946,106096,2025-04-25,1,Quality,22.96,2.45,Destroyed
12947,106101,2025-05-02,3,Short Shelf Life,118.26,3.35,Destroyed
12948,106122,2025-05-01,2,Damaged,78.68,2.9,Destroyed
12949,106124,2025-04-28,10,Damaged,524.2,6.5,Destroyed
12950,106134,2025-05-01,5,Short Shelf Life,217.35,4.25,Destroyed
12951,106138,2025-04-15,1,Short Shelf Life,41.56,2.45,Destroyed
12952,106150,2025-04-15,2,Customer Rejection,74.04,2.9,Destroyed
12953,106151,2025-05-12,3,Damaged,108.78,3.35,Destroyed
12954,106184,2025-04-30,4,Short Shelf Life,201.56,3.8,Destroyed
12955,106187,2025-05-05,9,Customer Rejection,499.32,6.05,Destroyed
12956,106190,2025-04-24,5,Customer Rejection,251.95,4.25,Destroyed
12957,106197,2025-04-30,4,Customer Rejection,209.68,3.8,Destroyed
12958,106198,2025-05-06,9,Damaged,218.7,6.05,Destroyed
12959,106203,2025-04-22,3,Damaged,104.13,3.35,Destroyed
12960,106209,2025-05-06,3,Customer Rejection,126.51,3.35,Destroyed
12961,106217,2025-04-22,1,Short Shelf Life,47.17,2.45,Destroyed
12962,106237,2025-05-01,3,Customer Rejection,100.47,3.35,Destroyed
12963,106251,2025-04-19,3,Customer Rejection,110.76,3.35,Destroyed
12964,106269,2025-04-23,1,Customer Rejection,52.66,2.45,Destroyed
12965,106278,2025-05-06,4,Quality,195.52,3.8,Destroyed
12966,106295,2025-04-18,3,Damaged,128.34,3.35,Destroyed
12967,106302,2025-05-05,2,Short Shelf Life,59.86,2.9,Destroyed
12968,106308,2025-05-09,3,Short Shelf Life,138.06,3.35,Destroyed
12969,106311,2025-05-04,7,Customer Rejection,325.08,5.15,Destroyed
12970,106315,2025-05-04,7,Damaged,142.45,5.15,Destroyed
12971,106317,2025-05-07,1,Customer Rejection,59.59,2.45,Destroyed
12972,106318,2025-04-26,3,Short Shelf Life,135.3,3.35,Destroyed
12973,106330,2025-05-03,1,Quality,39.25,2.45,Destroyed
12974,106338,2025-05-05,4,Damaged,183.44,3.8,Destroyed
12975,106343,2025-04-21,6,Customer Rejection,221.52,4.7,Destroyed
12976,106344,2025-04-20,3,Damaged,125.1,3.35,Destroyed
12977,106353,2025-04-19,1,Short Shelf Life,31.12,2.45,Destroyed
12978,106354,2025-05-02,1,Short Shelf Life,33.38,2.45,Destroyed
12979,106376,2025-05-05,4,Short Shelf Life,219.28,3.8,Destroyed
12980,106393,2025-04-27,5,Quality,169.85,4.25,Destroyed
12981,106397,2025-05-02,1,Quality,41.3,2.45,Destroyed
12982,106400,2025-04-29,4,Customer Rejection,116.48,3.8,Destroyed
12983,106402,2025-04-28,5,Customer Rejection,132.65,4.25,Destroyed
12984,106412,2025-04-27,2,Customer Rejection,54.34,2.9,Destroyed
12985,106421,2025-04-29,1,Short Shelf Life,43.47,2.45,Destroyed
12986,106436,2025-04-29,2,Short Shelf Life,50.84,2.9,Destroyed
12987,106440,2025-05-04,2,Customer Rejection,114.4,2.9,Destroyed
12988,106441,2025-05-07,1,Damaged,45.24,2.45,Destroyed
12989,106464,2025-04-21,6,Customer Rejection,105.06,4.7,Destroyed
12990,106495,2025-04-29,6,Damaged,228.36,4.7,Destroyed
12991,106511,2025-05-02,2,Short Shelf Life,75.06,2.9,Destroyed
12992,106513,2025-04-20,1,Customer Rejection,28.51,2.45,Destroyed
12993,106524,2025-05-01,9,Quality,407.16,6.05,Destroyed
12994,106530,2025-04-20,9,Customer Rejection,214.38,6.05,Destroyed
12995,106532,2025-04-26,8,Damaged,140.08,5.6,Destroyed
12996,106541,2025-05-01,5,Quality,172.4,4.25,Destroyed
12997,106552,2025-04-21,2,Damaged,59.14,2.9,Destroyed
12998,106555,2025-04-23,5,Short Shelf Life,147.3,4.25,Destroyed
12999,106556,2025-05-02,5,Damaged,147.3,4.25,Destroyed
13000,106567,2025-04-30,9,Customer Rejection,246.24,6.05,Destroyed
13001,106568,2025-04-29,6,Damaged,217.8,4.7,Destroyed
13002,106579,2025-05-09,1,Short Shelf Life,39.94,2.45,Destroyed
13003,106584,2025-04-22,1,Damaged,35.21,2.45,Destroyed
13004,106594,2025-04-28,3,Customer Rejection,110.28,3.35,Destroyed
13005,106599,2025-04-23,1,Quality,34.1,2.45,Destroyed
13006,106619,2025-04-27,6,Short Shelf Life,177.42,4.7,Destroyed
13007,106626,2025-04-18,1,Customer Rejection,46.44,2.45,Destroyed
13008,106629,2025-04-18,1,Short Shelf Life,53.17,2.45,Destroyed
13009,106639,2025-04-23,3,Damaged,47.43,3.35,Destroyed
13010,106640,2025-05-06,3,Quality,72.63,3.35,Destroyed
13011,106644,2025-05-02,3,Short Shelf Life,94.86,3.35,Destroyed
13012,106652,2025-04-24,6,Damaged,249.96,4.7,Destroyed
13013,106663,2025-04-20,5,Short Shelf Life,265.2,4.25,Destroyed
13014,106665,2025-05-06,6,Quality,145.26,4.7,Destroyed
13015,106667,2025-05-11,6,Damaged,200.4,4.7,Destroyed
13016,106676,2025-04-18,2,Damaged,47.06,2.9,Destroyed
13017,106680,2025-05-10,11,Damaged,248.93,6.95,Destroyed
13018,106682,2025-04-28,6,Damaged,328.86,4.7,Destroyed
13019,106687,2025-04-22,3,Damaged,123.42,3.35,Destroyed
13020,106702,2025-04-28,10,Quality,531.7,6.5,Destroyed
13021,106705,2025-05-09,4,Quality,184.08,3.8,Destroyed
13022,106707,2025-05-01,5,Short Shelf Life,158.1,4.25,Destroyed
13023,106711,2025-05-04,6,Quality,193.26,4.7,Destroyed
13024,106712,2025-05-02,8,Customer Rejection,170.64,5.6,Destroyed
13025,106713,2025-05-07,1,Damaged,28.99,2.45,Destroyed
13026,106739,2025-05-06,1,Short Shelf Life,23.71,2.45,Destroyed
13027,106740,2025-05-05,2,Short Shelf Life,101.3,2.9,Destroyed
13028,106761,2025-04-22,3,Damaged,92.13,3.35,Destroyed
13029,106771,2025-04-20,9,Customer Rejection,284.58,6.05,Destroyed
13030,106773,2025-04-25,2,Short Shelf Life,60.28,2.9,Destroyed
13031,106776,2025-05-09,4,Quality,154.96,3.8,Destroyed
13032,106781,2025-04-17,1,Customer Rejection,27.66,2.45,Destroyed
13033,106786,2025-04-20,8,Quality,218.88,5.6,Destroyed
13034,106788,2025-04-23,9,Damaged,187.02,6.05,Destroyed
13035,106794,2025-04-29,5,Short Shelf Life,217.85,4.25,Destroyed
13036,106797,2025-04-19,2,Damaged,79.98,2.9,Destroyed
13037,106814,2025-05-10,7,Short Shelf Life,168.77,5.15,Destroyed
13038,106826,2025-04-18,2,Quality,87.14,2.9,Destroyed
13039,106834,2025-04-28,6,Quality,260.28,4.7,Destroyed
13040,106840,2025-05-12,1,Quality,35.81,2.45,Destroyed
13041,106845,2025-04-26,4,Damaged,136.4,3.8,Destroyed
13042,106849,2025-05-09,4,Customer Rejection,129.36,3.8,Destroyed
13043,106859,2025-04-29,2,Customer Rejection,77.06,2.9,Destroyed
13044,106864,2025-04-30,3,Damaged,107.34,3.35,Destroyed
13045,106865,2025-04-19,1,Damaged,35.78,2.45,Destroyed
13046,106867,2025-05-11,2,Customer Rejection,88.8,2.9,Destroyed
13047,106869,2025-04-29,1,Damaged,53.04,2.45,Destroyed
13048,106870,2025-04-26,3,Damaged,96.84,3.35,Destroyed
13049,106876,2025-05-02,2,Quality,61.24,2.9,Destroyed
13050,106877,2025-05-11,4,Customer Rejection,173.52,3.8,Destroyed
13051,106881,2025-05-11,1,Quality,43.34,2.45,Destroyed
13052,106884,2025-05-03,6,Short Shelf Life,239.1,4.7,Destroyed
13053,106909,2025-05-05,5,Customer Rejection,161.05,4.25,Destroyed
13054,106918,2025-04-20,10,Short Shelf Life,282.5,6.5,Destroyed
13055,106929,2025-05-02,3,Damaged,110.76,3.35,Destroyed
13056,106933,2025-04-16,8,Damaged,416.56,5.6,Destroyed
13057,106943,2025-04-19,6,Damaged,163.02,4.7,Destroyed
13058,106944,2025-05-04,3,Damaged,48.42,3.35,Destroyed
13059,106948,2025-05-06,4,Damaged,61.24,3.8,Destroyed
13060,106955,2025-05-06,3,Customer Rejection,124.98,3.35,Destroyed
13061,106957,2025-04-18,1,Short Shelf Life,44.72,2.45,Destroyed
13062,106970,2025-05-01,2,Short Shelf Life,94.22,2.9,Destroyed
13063,106991,2025-05-06,1,Customer Rejection,44.17,2.45,Destroyed
13064,106995,2025-04-28,1,Customer Rejection,46.6,2.45,Destroyed
