BatchID,ProductionDate,ProductID,PlantID,WarehouseID,LineCode,PlannedCases,ProducedCases,GoodCases,RejectedCases,ScheduledMinutes,DowntimeMinutes,DowntimeReason,StandardCostPerCaseGBP,ActualConversionCostGBP
36076,2025-03-26,SKU047,PL04,WH04,L4,239,222,218,4,120,10,Material Wait,33.87,524.97
36077,2025-03-26,SKU050,PL04,WH04,L3,232,214,207,7,120,5,Mechanical,23.26,485.97
36078,2025-03-26,SKU053,PL04,WH04,L2,252,226,219,7,120,12,Material Wait,27.64,546.13
36079,2025-03-26,SKU056,PL04,WH04,L1,246,209,205,4,120,16,Material Wait,32.03,457.7
36080,2025-03-26,SKU059,PL04,WH04,L4,222,187,182,5,120,15,Changeover,36.41,417.6
36081,2025-03-27,SKU001,PL01,WH01,L2,246,215,208,7,120,10,Cleaning,11.63,430.71
36082,2025-03-27,SKU004,PL01,WH01,L1,222,202,195,7,120,10,Mechanical,16.01,456.41
36083,2025-03-27,SKU007,PL01,WH01,L4,239,236,230,6,120,1,Changeover,20.4,460.82
36084,2025-03-27,SKU010,PL01,WH01,L3,218,178,172,6,120,18,Material Wait,24.78,361.64
36085,2025-03-27,SKU013,PL01,WH01,L2,250,219,214,5,120,16,Material Wait,14.17,479.89
36086,2025-03-27,SKU016,PL01,WH01,L1,241,234,225,9,120,1,Material Wait,18.56,558.75
36087,2025-03-27,SKU019,PL01,WH01,L4,243,233,226,7,120,3,Changeover,22.94,427.43
36088,2025-03-27,SKU022,PL01,WH01,L3,210,180,174,6,120,18,Mechanical,27.33,378.03
36089,2025-03-27,SKU025,PL01,WH01,L2,211,183,179,4,120,15,Material Wait,16.71,342.78
36090,2025-03-27,SKU028,PL01,WH01,L1,249,214,208,6,120,10,Changeover,21.1,443.78
36091,2025-03-27,SKU031,PL01,WH01,L4,256,239,232,7,120,9,Material Wait,25.48,544.43
36092,2025-03-27,SKU034,PL01,WH01,L3,235,202,196,6,120,12,Material Wait,29.87,511.29
36093,2025-03-27,SKU037,PL01,WH01,L2,225,187,182,5,120,17,Material Wait,19.26,447.93
36094,2025-03-27,SKU040,PL01,WH01,L1,204,200,195,5,120,3,Material Wait,23.64,452.58
36095,2025-03-27,SKU043,PL01,WH01,L4,206,172,167,5,120,18,Changeover,28.03,441.88
36096,2025-03-27,SKU046,PL01,WH01,L3,207,180,175,5,120,14,Mechanical,32.41,339.0
36097,2025-03-27,SKU049,PL01,WH01,L2,232,218,210,8,120,8,Changeover,21.8,498.19
36098,2025-03-27,SKU052,PL01,WH01,L1,227,194,188,6,120,12,Cleaning,26.18,364.36
36099,2025-03-27,SKU055,PL01,WH01,L4,219,206,201,5,120,0,None,30.57,437.48
36100,2025-03-27,SKU058,PL01,WH01,L3,251,219,211,8,120,13,Changeover,34.95,510.55
36101,2025-03-27,SKU003,PL02,WH02,L4,253,241,233,8,120,5,Cleaning,14.55,539.48
36102,2025-03-27,SKU006,PL02,WH02,L3,222,207,200,7,120,9,Mechanical,18.94,411.65
36103,2025-03-27,SKU009,PL02,WH02,L2,254,253,244,9,120,0,None,23.32,526.13
36104,2025-03-27,SKU012,PL02,WH02,L1,221,203,199,4,120,8,Changeover,10.17,515.59
36105,2025-03-27,SKU015,PL02,WH02,L4,228,203,197,6,120,10,Changeover,17.09,434.67
36106,2025-03-27,SKU018,PL02,WH02,L3,227,192,186,6,120,15,Changeover,21.48,436.54
36107,2025-03-27,SKU021,PL02,WH02,L2,223,219,213,6,120,3,Changeover,25.86,457.45
36108,2025-03-27,SKU024,PL02,WH02,L1,208,183,176,7,120,13,Changeover,12.71,388.45
36109,2025-03-27,SKU027,PL02,WH02,L4,228,220,217,3,120,4,Material Wait,19.64,427.45
36110,2025-03-27,SKU030,PL02,WH02,L3,218,210,203,7,120,4,Cleaning,24.02,396.78
36111,2025-03-27,SKU033,PL02,WH02,L2,226,193,187,6,120,13,Material Wait,28.41,416.79
36112,2025-03-27,SKU036,PL02,WH02,L1,249,227,222,5,120,8,Cleaning,15.25,560.91
36113,2025-03-27,SKU039,PL02,WH02,L4,200,162,158,4,120,18,Mechanical,22.18,371.0
36114,2025-03-27,SKU042,PL02,WH02,L3,225,196,191,5,120,16,Changeover,26.56,448.62
36115,2025-03-27,SKU045,PL02,WH02,L2,230,200,196,4,120,10,Changeover,30.95,474.29
36116,2025-03-27,SKU048,PL02,WH02,L1,249,220,212,8,120,11,Cleaning,17.79,506.53
36117,2025-03-27,SKU051,PL02,WH02,L4,246,208,201,7,120,16,Cleaning,24.72,396.44
36118,2025-03-27,SKU054,PL02,WH02,L3,241,199,196,3,120,17,Cleaning,29.11,497.09
36119,2025-03-27,SKU057,PL02,WH02,L2,230,227,223,4,120,3,Mechanical,33.49,518.6
36120,2025-03-27,SKU060,PL02,WH02,L1,223,186,183,3,120,16,Material Wait,20.34,453.13
36121,2025-03-27,SKU002,PL03,WH03,L3,212,207,204,3,120,1,Cleaning,13.09,489.69
36122,2025-03-27,SKU005,PL03,WH03,L2,246,214,210,4,120,15,Material Wait,17.48,407.81
36123,2025-03-27,SKU008,PL03,WH03,L1,203,193,189,4,120,0,None,21.86,484.95
36124,2025-03-27,SKU011,PL03,WH03,L4,231,204,201,3,120,14,Material Wait,26.25,463.48
36125,2025-03-27,SKU014,PL03,WH03,L3,212,197,194,3,120,7,Changeover,15.63,390.31
36126,2025-03-27,SKU017,PL03,WH03,L2,215,206,202,4,120,1,Cleaning,20.02,447.62
36127,2025-03-27,SKU020,PL03,WH03,L1,245,241,238,3,120,4,Mechanical,24.4,613.66
36128,2025-03-27,SKU023,PL03,WH03,L4,241,227,222,5,120,6,Mechanical,28.79,420.65
36129,2025-03-27,SKU026,PL03,WH03,L3,243,210,206,4,120,12,Mechanical,18.18,449.54
36130,2025-03-27,SKU029,PL03,WH03,L2,214,213,209,4,120,2,Changeover,22.56,450.03
36131,2025-03-27,SKU032,PL03,WH03,L1,224,201,195,6,120,11,Material Wait,26.95,460.23
36132,2025-03-27,SKU035,PL03,WH03,L4,250,231,227,4,120,4,Cleaning,31.33,567.79
36133,2025-03-27,SKU038,PL03,WH03,L3,206,191,188,3,120,5,Cleaning,20.72,409.97
36134,2025-03-27,SKU041,PL03,WH03,L2,234,208,201,7,120,14,Material Wait,25.1,390.04
36135,2025-03-27,SKU044,PL03,WH03,L1,260,220,214,6,120,15,Changeover,29.49,453.07
36136,2025-03-27,SKU047,PL03,WH03,L4,249,221,217,4,120,13,Cleaning,33.87,455.55
36137,2025-03-27,SKU050,PL03,WH03,L3,235,221,217,4,120,1,Material Wait,23.26,462.21
36138,2025-03-27,SKU053,PL03,WH03,L2,232,212,205,7,120,11,Cleaning,27.64,407.21
36139,2025-03-27,SKU056,PL03,WH03,L1,248,201,197,4,120,18,Material Wait,32.03,450.31
36140,2025-03-27,SKU059,PL03,WH03,L4,237,205,199,6,120,15,Material Wait,36.41,373.72
36141,2025-03-27,SKU001,PL04,WH04,L2,204,197,190,7,120,1,Mechanical,11.63,386.22
36142,2025-03-27,SKU004,PL04,WH04,L1,225,202,198,4,120,9,Mechanical,16.01,497.25
36143,2025-03-27,SKU007,PL04,WH04,L4,217,194,189,5,120,14,Changeover,20.4,471.79
36144,2025-03-27,SKU010,PL04,WH04,L3,202,186,181,5,120,10,Material Wait,24.78,449.03
36145,2025-03-27,SKU013,PL04,WH04,L2,257,238,235,3,120,3,Material Wait,14.17,617.16
36146,2025-03-27,SKU016,PL04,WH04,L1,233,207,201,6,120,11,Mechanical,18.56,397.4
36147,2025-03-27,SKU019,PL04,WH04,L4,204,194,187,7,120,1,Material Wait,22.94,469.2
36148,2025-03-27,SKU022,PL04,WH04,L3,245,227,223,4,120,9,Changeover,27.33,437.28
36149,2025-03-27,SKU025,PL04,WH04,L2,204,176,170,6,120,11,Mechanical,16.71,391.88
36150,2025-03-27,SKU028,PL04,WH04,L1,235,222,219,3,120,7,Cleaning,21.1,549.21
36151,2025-03-27,SKU031,PL04,WH04,L4,233,198,192,6,120,12,Material Wait,25.48,453.1
36152,2025-03-27,SKU034,PL04,WH04,L3,255,222,214,8,120,15,Changeover,29.87,466.18
36153,2025-03-27,SKU037,PL04,WH04,L2,253,233,228,5,120,5,Mechanical,19.26,450.18
36154,2025-03-27,SKU040,PL04,WH04,L1,203,165,160,5,120,17,Material Wait,23.64,334.0
36155,2025-03-27,SKU043,PL04,WH04,L4,209,197,190,7,120,2,Material Wait,28.03,372.94
36156,2025-03-27,SKU046,PL04,WH04,L3,222,192,187,5,120,13,Mechanical,32.41,482.88
36157,2025-03-27,SKU049,PL04,WH04,L2,234,230,222,8,120,2,Mechanical,21.8,578.69
36158,2025-03-27,SKU052,PL04,WH04,L1,248,213,210,3,120,13,Cleaning,26.18,451.08
36159,2025-03-27,SKU055,PL04,WH04,L4,254,228,222,6,120,9,Cleaning,30.57,504.62
36160,2025-03-27,SKU058,PL04,WH04,L3,219,192,186,6,120,8,Cleaning,34.95,467.2
36161,2025-03-28,SKU003,PL01,WH01,L4,218,215,212,3,120,2,Material Wait,14.55,507.67
36162,2025-03-28,SKU006,PL01,WH01,L3,231,198,195,3,120,18,Mechanical,18.94,426.59
36163,2025-03-28,SKU009,PL01,WH01,L2,226,193,186,7,120,15,Mechanical,23.32,395.92
36164,2025-03-28,SKU012,PL01,WH01,L1,258,222,217,5,120,14,Material Wait,10.17,532.13
36165,2025-03-28,SKU015,PL01,WH01,L4,258,220,215,5,120,16,Material Wait,17.09,494.87
36166,2025-03-28,SKU018,PL01,WH01,L3,228,191,189,2,120,18,Cleaning,21.48,429.9
36167,2025-03-28,SKU021,PL01,WH01,L2,207,177,174,3,120,13,Cleaning,25.86,418.81
36168,2025-03-28,SKU024,PL01,WH01,L1,229,206,201,5,120,13,Cleaning,12.71,412.05
36169,2025-03-28,SKU027,PL01,WH01,L4,214,185,181,4,120,13,Material Wait,19.64,387.67
36170,2025-03-28,SKU030,PL01,WH01,L3,256,235,232,3,120,9,Changeover,24.02,431.43
36171,2025-03-28,SKU033,PL01,WH01,L2,200,181,178,3,120,10,Material Wait,28.41,450.92
36172,2025-03-28,SKU036,PL01,WH01,L1,212,184,177,7,120,11,Mechanical,15.25,364.89
36173,2025-03-28,SKU039,PL01,WH01,L4,214,180,176,4,120,14,Material Wait,22.18,410.31
36174,2025-03-28,SKU042,PL01,WH01,L3,234,209,204,5,120,8,Changeover,26.56,410.16
36175,2025-03-28,SKU045,PL01,WH01,L2,243,226,219,7,120,3,Material Wait,30.95,520.66
36176,2025-03-28,SKU048,PL01,WH01,L1,221,183,180,3,120,16,Mechanical,17.79,362.2
36177,2025-03-28,SKU051,PL01,WH01,L4,241,200,196,4,120,15,Mechanical,24.72,482.19
36178,2025-03-28,SKU054,PL01,WH01,L3,258,240,233,7,120,3,Mechanical,29.11,515.49
36179,2025-03-28,SKU057,PL01,WH01,L2,260,254,247,7,120,0,None,33.49,608.01
36180,2025-03-28,SKU060,PL01,WH01,L1,227,187,182,5,120,16,Material Wait,20.34,398.89
36181,2025-03-28,SKU002,PL02,WH02,L3,206,181,175,6,120,11,Cleaning,13.09,444.97
36182,2025-03-28,SKU005,PL02,WH02,L2,229,201,196,5,120,16,Changeover,17.48,495.02
36183,2025-03-28,SKU008,PL02,WH02,L1,259,257,251,6,120,1,Cleaning,21.86,472.54
36184,2025-03-28,SKU011,PL02,WH02,L4,203,190,188,2,120,9,Changeover,26.25,390.84
36185,2025-03-28,SKU014,PL02,WH02,L3,235,205,198,7,120,13,Material Wait,15.63,407.43
36186,2025-03-28,SKU017,PL02,WH02,L2,226,227,223,4,120,0,None,20.02,516.42
36187,2025-03-28,SKU020,PL02,WH02,L1,246,211,207,4,120,12,Changeover,24.4,402.06
36188,2025-03-28,SKU023,PL02,WH02,L4,251,209,204,5,120,14,Changeover,28.79,384.2
36189,2025-03-28,SKU026,PL02,WH02,L3,220,198,195,3,120,5,Material Wait,18.18,376.6
36190,2025-03-28,SKU029,PL02,WH02,L2,233,218,213,5,120,1,Changeover,22.56,513.92
36191,2025-03-28,SKU032,PL02,WH02,L1,242,213,207,6,120,14,Mechanical,26.95,418.76
36192,2025-03-28,SKU035,PL02,WH02,L4,218,201,197,4,120,7,Changeover,31.33,431.59
36193,2025-03-28,SKU038,PL02,WH02,L3,225,190,186,4,120,17,Material Wait,20.72,447.23
36194,2025-03-28,SKU041,PL02,WH02,L2,215,198,195,3,120,8,Material Wait,25.1,408.96
36195,2025-03-28,SKU044,PL02,WH02,L1,233,217,210,7,120,3,Cleaning,29.49,474.26
36196,2025-03-28,SKU047,PL02,WH02,L4,201,187,183,4,120,6,Material Wait,33.87,476.6
36197,2025-03-28,SKU050,PL02,WH02,L3,256,254,245,9,120,1,Material Wait,23.26,649.85
36198,2025-03-28,SKU053,PL02,WH02,L2,217,202,199,3,120,8,Material Wait,27.64,480.38
36199,2025-03-28,SKU056,PL02,WH02,L1,238,204,197,7,120,16,Changeover,32.03,413.94
36200,2025-03-28,SKU059,PL02,WH02,L4,208,181,178,3,120,9,Cleaning,36.41,461.69
36201,2025-03-28,SKU001,PL03,WH03,L2,223,193,187,6,120,16,Mechanical,11.63,467.1
36202,2025-03-28,SKU004,PL03,WH03,L1,253,247,241,6,120,5,Changeover,16.01,615.88
36203,2025-03-28,SKU007,PL03,WH03,L4,255,213,207,6,120,14,Cleaning,20.4,447.26
36204,2025-03-28,SKU010,PL03,WH03,L3,258,226,222,4,120,12,Material Wait,24.78,539.03
36205,2025-03-28,SKU013,PL03,WH03,L2,218,197,193,4,120,9,Mechanical,14.17,497.08
36206,2025-03-28,SKU016,PL03,WH03,L1,202,176,170,6,120,11,Cleaning,18.56,387.5
36207,2025-03-28,SKU019,PL03,WH03,L4,256,252,244,8,120,2,Material Wait,22.94,594.93
36208,2025-03-28,SKU022,PL03,WH03,L3,219,190,185,5,120,13,Material Wait,27.33,448.56
36209,2025-03-28,SKU025,PL03,WH03,L2,226,209,204,5,120,9,Cleaning,16.71,477.82
36210,2025-03-28,SKU028,PL03,WH03,L1,201,177,174,3,120,16,Material Wait,21.1,454.88
36211,2025-03-28,SKU031,PL03,WH03,L4,232,203,199,4,120,10,Mechanical,25.48,396.6
36212,2025-03-28,SKU034,PL03,WH03,L3,217,181,175,6,120,16,Changeover,29.87,394.42
36213,2025-03-28,SKU037,PL03,WH03,L2,230,204,201,3,120,10,Cleaning,19.26,383.06
36214,2025-03-28,SKU040,PL03,WH03,L1,241,242,235,7,120,0,None,23.64,489.71
36215,2025-03-28,SKU043,PL03,WH03,L4,243,206,202,4,120,13,Mechanical,28.03,438.23
36216,2025-03-28,SKU046,PL03,WH03,L3,217,204,200,4,120,2,Material Wait,32.41,515.01
36217,2025-03-28,SKU049,PL03,WH03,L2,238,232,225,7,120,4,Changeover,21.8,445.97
36218,2025-03-28,SKU052,PL03,WH03,L1,230,207,200,7,120,11,Mechanical,26.18,407.85
36219,2025-03-28,SKU055,PL03,WH03,L4,213,193,188,5,120,6,Cleaning,30.57,396.06
36220,2025-03-28,SKU058,PL03,WH03,L3,235,224,218,6,120,4,Changeover,34.95,489.13
36221,2025-03-28,SKU003,PL04,WH04,L4,241,217,211,6,120,10,Changeover,14.55,490.94
36222,2025-03-28,SKU006,PL04,WH04,L3,237,200,196,4,120,15,Material Wait,18.94,385.95
36223,2025-03-28,SKU009,PL04,WH04,L2,255,245,239,6,120,5,Mechanical,23.32,472.03
36224,2025-03-28,SKU012,PL04,WH04,L1,213,209,202,7,120,3,Cleaning,10.17,401.49
36225,2025-03-28,SKU015,PL04,WH04,L4,209,187,185,2,120,13,Material Wait,17.09,393.26
36226,2025-03-28,SKU018,PL04,WH04,L3,224,182,178,4,120,18,Cleaning,21.48,389.67
36227,2025-03-28,SKU021,PL04,WH04,L2,235,209,203,6,120,8,Cleaning,25.86,392.44
36228,2025-03-28,SKU024,PL04,WH04,L1,234,229,225,4,120,2,Mechanical,12.71,417.34
36229,2025-03-28,SKU027,PL04,WH04,L4,238,208,205,3,120,10,Cleaning,19.64,447.57
36230,2025-03-28,SKU030,PL04,WH04,L3,206,200,195,5,120,0,None,24.02,422.14
36231,2025-03-28,SKU033,PL04,WH04,L2,225,209,201,8,120,4,Material Wait,28.41,459.41
36232,2025-03-28,SKU036,PL04,WH04,L1,254,234,226,8,120,11,Changeover,15.25,596.62
36233,2025-03-28,SKU039,PL04,WH04,L4,242,230,223,7,120,3,Material Wait,22.18,449.66
36234,2025-03-28,SKU042,PL04,WH04,L3,240,220,217,3,120,3,Mechanical,26.56,508.92
36235,2025-03-28,SKU045,PL04,WH04,L2,207,184,180,4,120,13,Changeover,30.95,431.3
36236,2025-03-28,SKU048,PL04,WH04,L1,204,174,169,5,120,12,Mechanical,17.79,390.57
36237,2025-03-28,SKU051,PL04,WH04,L4,251,243,238,5,120,3,Material Wait,24.72,584.62
36238,2025-03-28,SKU054,PL04,WH04,L3,237,215,211,4,120,13,Material Wait,29.11,472.62
36239,2025-03-28,SKU057,PL04,WH04,L2,223,185,180,5,120,15,Mechanical,33.49,435.2
36240,2025-03-28,SKU060,PL04,WH04,L1,218,193,187,6,120,7,Changeover,20.34,372.77
36241,2025-03-29,SKU002,PL01,WH01,L3,256,213,210,3,120,16,Mechanical,13.09,439.02
36242,2025-03-29,SKU005,PL01,WH01,L2,241,240,231,9,120,2,Mechanical,17.48,471.59
36243,2025-03-29,SKU008,PL01,WH01,L1,230,209,205,4,120,11,Cleaning,21.86,385.02
36244,2025-03-29,SKU011,PL01,WH01,L4,219,184,178,6,120,18,Material Wait,26.25,423.4
36245,2025-03-29,SKU014,PL01,WH01,L3,214,205,201,4,120,5,Material Wait,15.63,403.34
36246,2025-03-29,SKU017,PL01,WH01,L2,245,222,216,6,120,7,Material Wait,20.02,561.27
36247,2025-03-29,SKU020,PL01,WH01,L1,237,209,202,7,120,16,Mechanical,24.4,440.41
36248,2025-03-29,SKU023,PL01,WH01,L4,213,183,179,4,120,17,Cleaning,28.79,388.51
36249,2025-03-29,SKU026,PL01,WH01,L3,236,233,228,5,120,0,None,18.18,454.71
36250,2025-03-29,SKU029,PL01,WH01,L2,224,199,192,7,120,9,Cleaning,22.56,511.67
36251,2025-03-29,SKU032,PL01,WH01,L1,230,203,200,3,120,8,Mechanical,26.95,515.43
36252,2025-03-29,SKU035,PL01,WH01,L4,245,196,193,3,120,18,Changeover,31.33,391.84
36253,2025-03-29,SKU038,PL01,WH01,L3,203,171,168,3,120,16,Mechanical,20.72,332.2
36254,2025-03-29,SKU041,PL01,WH01,L2,208,205,200,5,120,1,Material Wait,25.1,441.58
36255,2025-03-29,SKU044,PL01,WH01,L1,229,219,215,4,120,3,Material Wait,29.49,490.01
36256,2025-03-29,SKU047,PL01,WH01,L4,235,192,187,5,120,17,Material Wait,33.87,431.43
36257,2025-03-29,SKU050,PL01,WH01,L3,240,214,207,7,120,14,Changeover,23.26,536.57
36258,2025-03-29,SKU053,PL01,WH01,L2,208,201,194,7,120,1,Mechanical,27.64,375.18
36259,2025-03-29,SKU056,PL01,WH01,L1,235,227,222,5,120,5,Cleaning,32.03,516.42
36260,2025-03-29,SKU059,PL01,WH01,L4,201,189,184,5,120,4,Changeover,36.41,478.06
36261,2025-03-29,SKU001,PL02,WH02,L2,258,236,228,8,120,4,Cleaning,11.63,592.74
36262,2025-03-29,SKU004,PL02,WH02,L1,237,232,224,8,120,0,None,16.01,568.13
36263,2025-03-29,SKU007,PL02,WH02,L4,240,198,193,5,120,16,Cleaning,20.4,509.5
36264,2025-03-29,SKU010,PL02,WH02,L3,247,208,202,6,120,13,Mechanical,24.78,525.73
36265,2025-03-29,SKU013,PL02,WH02,L2,236,212,205,7,120,5,Mechanical,14.17,548.8
36266,2025-03-29,SKU016,PL02,WH02,L1,238,206,201,5,120,13,Changeover,18.56,468.57
36267,2025-03-29,SKU019,PL02,WH02,L4,213,202,195,7,120,7,Changeover,22.94,412.07
36268,2025-03-29,SKU022,PL02,WH02,L3,241,204,199,5,120,17,Cleaning,27.33,518.23
36269,2025-03-29,SKU025,PL02,WH02,L2,206,188,182,6,120,5,Mechanical,16.71,483.41
36270,2025-03-29,SKU028,PL02,WH02,L1,229,199,192,7,120,14,Changeover,21.1,482.92
36271,2025-03-29,SKU031,PL02,WH02,L4,243,210,204,6,120,16,Material Wait,25.48,429.86
36272,2025-03-29,SKU034,PL02,WH02,L3,247,232,228,4,120,8,Mechanical,29.87,496.07
36273,2025-03-29,SKU037,PL02,WH02,L2,227,222,218,4,120,0,None,19.26,560.39
36274,2025-03-29,SKU040,PL02,WH02,L1,258,206,203,3,120,18,Mechanical,23.64,508.69
36275,2025-03-29,SKU043,PL02,WH02,L4,212,184,178,6,120,17,Mechanical,28.03,339.64
36276,2025-03-29,SKU046,PL02,WH02,L3,217,208,204,4,120,3,Cleaning,32.41,522.47
36277,2025-03-29,SKU049,PL02,WH02,L2,260,223,219,4,120,12,Material Wait,21.8,562.31
36278,2025-03-29,SKU052,PL02,WH02,L1,221,205,200,5,120,7,Cleaning,26.18,370.64
36279,2025-03-29,SKU055,PL02,WH02,L4,214,205,201,4,120,7,Mechanical,30.57,501.2
36280,2025-03-29,SKU058,PL02,WH02,L3,239,228,220,8,120,1,Changeover,34.95,576.23
36281,2025-03-29,SKU003,PL03,WH03,L4,230,219,211,8,120,5,Material Wait,14.55,541.3
36282,2025-03-29,SKU006,PL03,WH03,L3,227,192,188,4,120,15,Mechanical,18.94,464.72
36283,2025-03-29,SKU009,PL03,WH03,L2,211,178,174,4,120,18,Mechanical,23.32,353.96
36284,2025-03-29,SKU012,PL03,WH03,L1,240,229,222,7,120,0,None,10.17,558.69
36285,2025-03-29,SKU015,PL03,WH03,L4,202,180,177,3,120,6,Material Wait,17.09,402.97
36286,2025-03-29,SKU018,PL03,WH03,L3,215,186,183,3,120,17,Mechanical,21.48,461.67
36287,2025-03-29,SKU021,PL03,WH03,L2,227,188,185,3,120,16,Mechanical,25.86,422.06
36288,2025-03-29,SKU024,PL03,WH03,L1,222,201,194,7,120,9,Material Wait,12.71,521.14
36289,2025-03-29,SKU027,PL03,WH03,L4,234,220,216,4,120,0,None,19.64,442.53
36290,2025-03-29,SKU030,PL03,WH03,L3,242,235,232,3,120,5,Mechanical,24.02,555.37
36291,2025-03-29,SKU033,PL03,WH03,L2,236,228,220,8,120,1,Material Wait,28.41,474.61
36292,2025-03-29,SKU036,PL03,WH03,L1,218,198,194,4,120,7,Changeover,15.25,487.88
36293,2025-03-29,SKU039,PL03,WH03,L4,243,213,210,3,120,15,Mechanical,22.18,444.14
36294,2025-03-29,SKU042,PL03,WH03,L3,212,191,185,6,120,12,Changeover,26.56,428.52
36295,2025-03-29,SKU045,PL03,WH03,L2,245,217,211,6,120,13,Changeover,30.95,510.86
36296,2025-03-29,SKU048,PL03,WH03,L1,228,212,208,4,120,10,Mechanical,17.79,440.59
36297,2025-03-29,SKU051,PL03,WH03,L4,210,192,185,7,120,8,Cleaning,24.72,461.27
36298,2025-03-29,SKU054,PL03,WH03,L3,235,202,197,5,120,15,Cleaning,29.11,375.89
36299,2025-03-29,SKU057,PL03,WH03,L2,211,193,189,4,120,10,Mechanical,33.49,416.04
36300,2025-03-29,SKU060,PL03,WH03,L1,212,213,210,3,120,1,Changeover,20.34,447.47
36301,2025-03-29,SKU002,PL04,WH04,L3,204,194,190,4,120,2,Mechanical,13.09,377.99
36302,2025-03-29,SKU005,PL04,WH04,L2,222,213,208,5,120,6,Changeover,17.48,509.93
36303,2025-03-29,SKU008,PL04,WH04,L1,247,199,192,7,120,17,Changeover,21.86,439.98
36304,2025-03-29,SKU011,PL04,WH04,L4,217,213,210,3,120,4,Changeover,26.25,500.86
36305,2025-03-29,SKU014,PL04,WH04,L3,253,226,219,7,120,9,Cleaning,15.63,484.07
36306,2025-03-29,SKU017,PL04,WH04,L2,250,227,223,4,120,10,Mechanical,20.02,467.07
36307,2025-03-29,SKU020,PL04,WH04,L1,237,196,191,5,120,17,Changeover,24.4,425.66
36308,2025-03-29,SKU023,PL04,WH04,L4,248,224,217,7,120,12,Changeover,28.79,582.25
36309,2025-03-29,SKU026,PL04,WH04,L3,219,196,193,3,120,6,Material Wait,18.18,459.61
36310,2025-03-29,SKU029,PL04,WH04,L2,248,204,201,3,120,15,Cleaning,22.56,474.0
36311,2025-03-29,SKU032,PL04,WH04,L1,224,196,192,4,120,9,Cleaning,26.95,474.74
36312,2025-03-29,SKU035,PL04,WH04,L4,237,202,199,3,120,15,Material Wait,31.33,426.63
36313,2025-03-29,SKU038,PL04,WH04,L3,211,187,181,6,120,12,Changeover,20.72,481.39
36314,2025-03-29,SKU041,PL04,WH04,L2,221,215,211,4,120,4,Material Wait,25.1,468.61
36315,2025-03-29,SKU044,PL04,WH04,L1,238,220,216,4,120,9,Material Wait,29.49,466.03
36316,2025-03-29,SKU047,PL04,WH04,L4,235,209,205,4,120,6,Mechanical,33.87,473.86
36317,2025-03-29,SKU050,PL04,WH04,L3,258,242,238,4,120,3,Material Wait,23.26,498.51
36318,2025-03-29,SKU053,PL04,WH04,L2,215,209,206,3,120,4,Cleaning,27.64,491.01
36319,2025-03-29,SKU056,PL04,WH04,L1,243,212,205,7,120,12,Cleaning,32.03,391.5
36320,2025-03-29,SKU059,PL04,WH04,L4,208,200,197,3,120,4,Changeover,36.41,403.86
36321,2025-03-30,SKU001,PL01,WH01,L2,258,219,213,6,120,13,Mechanical,11.63,503.11
36322,2025-03-30,SKU004,PL01,WH01,L1,256,245,239,6,120,1,Cleaning,16.01,489.09
36323,2025-03-30,SKU007,PL01,WH01,L4,245,197,194,3,120,18,Changeover,20.4,449.13
36324,2025-03-30,SKU010,PL01,WH01,L3,241,215,208,7,120,9,Changeover,24.78,553.68
36325,2025-03-30,SKU013,PL01,WH01,L2,202,191,186,5,120,1,Changeover,14.17,457.16
36326,2025-03-30,SKU016,PL01,WH01,L1,259,253,249,4,120,4,Cleaning,18.56,485.53
36327,2025-03-30,SKU019,PL01,WH01,L4,220,194,189,5,120,14,Changeover,22.94,500.44
36328,2025-03-30,SKU022,PL01,WH01,L3,203,189,183,6,120,7,Material Wait,27.33,397.65
36329,2025-03-30,SKU025,PL01,WH01,L2,225,189,184,5,120,14,Material Wait,16.71,382.96
36330,2025-03-30,SKU028,PL01,WH01,L1,253,215,210,5,120,12,Material Wait,21.1,448.26
36331,2025-03-30,SKU031,PL01,WH01,L4,217,212,205,7,120,2,Cleaning,25.48,440.9
36332,2025-03-30,SKU034,PL01,WH01,L3,235,217,211,6,120,9,Cleaning,29.87,495.67
36333,2025-03-30,SKU037,PL01,WH01,L2,235,214,208,6,120,10,Cleaning,19.26,425.22
36334,2025-03-30,SKU040,PL01,WH01,L1,217,197,190,7,120,8,Changeover,23.64,440.27
36335,2025-03-30,SKU043,PL01,WH01,L4,232,195,189,6,120,18,Mechanical,28.03,484.96
36336,2025-03-30,SKU046,PL01,WH01,L3,203,193,189,4,120,7,Material Wait,32.41,491.17
36337,2025-03-30,SKU049,PL01,WH01,L2,207,178,175,3,120,11,Material Wait,21.8,373.74
36338,2025-03-30,SKU052,PL01,WH01,L1,209,204,200,4,120,4,Changeover,26.18,449.64
36339,2025-03-30,SKU055,PL01,WH01,L4,215,200,194,6,120,3,Cleaning,30.57,496.22
36340,2025-03-30,SKU058,PL01,WH01,L3,239,219,213,6,120,10,Mechanical,34.95,448.74
36341,2025-03-30,SKU003,PL02,WH02,L4,243,231,224,7,120,0,None,14.55,427.48
36342,2025-03-30,SKU006,PL02,WH02,L3,226,207,204,3,120,3,Mechanical,18.94,510.23
36343,2025-03-30,SKU009,PL02,WH02,L2,218,185,180,5,120,17,Changeover,23.32,479.61
36344,2025-03-30,SKU012,PL02,WH02,L1,252,234,227,7,120,4,Changeover,10.17,498.9
