DeliveryLineID,OrderLineID,DispatchDate,DeliveredDate,ShippedCases,NetUnitPriceGBP,NetInvoiceGBP,StandardCostPerCaseGBP,COGSGBP,FreightGBP,CarrierCode,DeliveryStatus
99310,85806,2025-03-09,2025-03-12,43,41.3,1775.9,26.56,1142.08,28.5,CAR02,Delivered
99311,85809,2025-03-09,2025-03-11,50,50.85,2542.5,32.03,1601.5,24.5,CAR01,Delivered
99312,85811,2025-03-09,2025-03-11,58,33.89,1965.62,21.8,1264.4,36.0,CAR03,Delivered
99313,85812,2025-03-09,2025-03-11,63,30.37,1913.31,18.56,1169.28,38.5,CAR03,Delivered
99314,85815,2025-03-09,2025-03-10,50,44.72,2236.0,27.33,1366.5,32.0,CAR03,Delivered
99315,85815,2025-03-09,2025-03-10,51,44.72,2280.72,27.33,1393.83,24.85,CAR01,Delivered
99316,85824,2025-03-09,2025-03-10,84,32.34,2716.56,21.48,1804.32,49.0,CAR02,Delivered
99317,85829,2025-03-09,2025-03-12,27,20.78,561.06,13.09,353.43,20.5,CAR02,Delivered
99318,85829,2025-03-09,2025-03-14,28,20.78,581.84,13.09,366.52,21.0,CAR03,Delivered
99319,85831,2025-03-09,2025-03-11,55,33.49,1841.95,21.1,1160.5,34.5,CAR02,Delivered
99320,85832,2025-03-09,2025-03-10,95,44.1,4189.5,26.95,2560.25,54.5,CAR02,Delivered
99321,85833,2025-03-09,2025-03-11,79,50.02,3951.58,30.57,2415.03,46.5,CAR02,Delivered
99322,85843,2025-03-09,2025-03-10,51,50.65,2583.15,30.95,1578.45,32.5,CAR02,Delivered
99323,85845,2025-03-09,2025-03-10,74,30.53,2259.22,19.64,1453.36,44.0,CAR02,Delivered
99324,85846,2025-03-09,2025-03-11,44,42.98,1891.12,27.64,1216.16,29.0,CAR02,Delivered
99325,85847,2025-03-09,2025-03-11,45,28.25,1271.25,18.18,818.1,29.5,CAR02,Delivered
99326,85851,2025-03-09,2025-03-15,42,57.8,2427.6,36.41,1529.22,28.0,CAR03,Delivered
99327,85851,2025-03-09,2025-03-10,43,57.8,2485.4,36.41,1565.63,28.5,CAR02,Delivered
99328,85857,2025-03-09,2025-03-12,99,40.21,3980.79,25.86,2560.14,56.5,CAR02,Delivered
99329,85858,2025-03-09,2025-03-11,13,25.16,327.08,16.71,217.23,13.5,CAR02,Delivered
99330,85858,2025-03-09,2025-03-12,14,25.16,352.24,16.71,233.94,11.9,CAR01,Delivered
99331,85859,2025-03-09,2025-03-10,31,24.9,771.9,16.01,496.31,22.5,CAR03,Delivered
99332,85862,2025-03-09,2025-03-10,61,45.7,2787.7,28.79,1756.19,37.5,CAR02,Delivered
99333,85867,2025-03-09,2025-03-11,51,36.17,1844.67,24.02,1225.02,24.85,CAR01,Delivered
99334,85870,2025-03-09,2025-03-10,16,38.53,616.48,24.78,396.48,15.0,CAR03,Delivered
99335,85870,2025-03-09,2025-03-10,17,38.53,655.01,24.78,421.26,12.95,CAR01,Delivered
99336,85873,2025-03-09,2025-03-10,118,39.42,4651.56,26.18,3089.24,66.0,CAR03,Delivered
99337,85875,2025-03-09,2025-03-12,74,53.04,3924.96,32.41,2398.34,32.9,CAR01,Delivered
99338,85877,2025-03-09,2025-03-10,28,39.99,1119.72,26.56,743.68,16.8,CAR01,Delivered
99339,85884,2025-03-09,2025-03-12,31,59.59,1847.29,36.41,1128.71,22.5,CAR02,Delivered
99340,85888,2025-03-09,2025-03-12,50,42.95,2147.5,26.25,1312.5,24.5,CAR01,Delivered
99341,85889,2025-03-09,2025-03-14,44,57.2,2516.8,34.95,1537.8,29.0,CAR03,Delivered
99342,85893,2025-03-09,2025-03-11,108,30.62,3306.96,20.34,2196.72,61.0,CAR03,Delivered
99343,85894,2025-03-09,2025-03-10,48,31.18,1496.64,19.64,942.72,31.0,CAR03,Delivered
99344,85900,2025-03-09,2025-03-11,42,19.03,799.26,11.63,488.46,28.0,CAR02,Delivered
99345,85905,2025-03-09,2025-03-10,39,43.34,1690.26,28.79,1122.81,26.5,CAR02,Delivered
99346,85906,2025-03-09,2025-03-12,39,24.9,971.1,16.01,624.39,20.65,CAR01,Delivered
99347,85907,2025-03-09,2025-03-10,110,46.49,5113.9,28.41,3125.1,62.0,CAR02,Delivered
99348,85911,2025-03-09,2025-03-12,31,39.42,1222.02,26.18,811.58,17.85,CAR01,Delivered
99349,85912,2025-03-09,2025-03-12,104,51.45,5350.8,32.41,3370.64,59.0,CAR02,Delivered
99350,85918,2025-03-09,2025-03-10,61,41.14,2509.54,27.33,1667.13,37.5,CAR02,Delivered
99351,85919,2025-03-09,2025-03-11,48,25.74,1235.52,17.09,820.32,31.0,CAR02,Delivered
99352,85919,2025-03-09,2025-03-15,49,25.74,1261.26,17.09,837.41,31.5,CAR03,Delivered
99353,85921,2025-03-09,2025-03-10,38,39.03,1483.14,25.1,953.8,20.3,CAR01,Delivered
99354,85927,2025-03-09,2025-03-11,49,40.45,1982.05,25.48,1248.52,24.15,CAR01,Delivered
99355,85927,2025-03-09,2025-03-11,49,40.45,1982.05,25.48,1248.52,24.15,CAR01,Delivered
99356,85936,2025-03-09,2025-03-10,88,43.57,3834.16,28.03,2466.64,51.0,CAR03,Delivered
99357,85937,2025-03-09,2025-03-12,44,48.52,2134.88,30.57,1345.08,29.0,CAR03,Delivered
99358,85941,2025-03-09,2025-03-12,85,45.25,3846.25,29.11,2474.35,49.5,CAR03,Delivered
99359,85942,2025-03-09,2025-03-12,43,35.81,1539.83,22.56,970.08,28.5,CAR02,Delivered
99360,85942,2025-03-09,2025-03-12,43,35.81,1539.83,22.56,970.08,28.5,CAR02,Delivered
99361,85944,2025-03-09,2025-03-11,44,25.42,1118.48,16.01,704.44,22.4,CAR01,Delivered
99362,85946,2025-03-09,2025-03-11,52,30.06,1563.12,18.94,984.88,25.2,CAR01,Delivered
99363,85946,2025-03-09,2025-03-13,53,30.06,1593.18,18.94,1003.82,33.5,CAR03,Delivered
99364,85949,2025-03-09,2025-03-12,52,35.78,1860.56,21.86,1136.72,33.0,CAR02,Delivered
99365,85949,2025-03-09,2025-03-10,52,35.78,1860.56,21.86,1136.72,33.0,CAR02,Delivered
99366,85952,2025-03-09,2025-03-11,36,23.19,834.84,14.17,510.12,25.0,CAR02,Delivered
99367,85953,2025-03-09,2025-03-12,17,24.96,424.32,15.25,259.25,15.5,CAR03,Delivered
99368,85953,2025-03-09,2025-03-12,17,24.96,424.32,15.25,259.25,15.5,CAR02,Delivered
99369,85955,2025-03-09,2025-03-11,46,59.59,2741.14,36.41,1674.86,30.0,CAR03,Delivered
99370,85956,2025-03-09,2025-03-11,92,41.66,3832.72,26.25,2415.0,53.0,CAR03,Delivered
99371,85958,2025-03-09,2025-03-12,89,36.3,3230.7,22.18,1974.02,38.15,CAR01,Delivered
99372,85964,2025-03-09,2025-03-12,38,27.66,1051.08,17.79,676.02,26.0,CAR03,Delivered
99373,85964,2025-03-09,2025-03-12,39,27.66,1078.74,17.79,693.81,20.65,CAR01,Delivered
99374,85968,2025-03-09,2025-03-12,42,27.66,1161.72,17.79,747.18,21.7,CAR01,Delivered
99375,85968,2025-03-09,2025-03-10,43,27.66,1189.38,17.79,764.97,28.5,CAR03,Delivered
99376,85969,2025-03-09,2025-03-10,105,31.51,3308.55,19.26,2022.3,59.5,CAR02,Delivered
99377,85976,2025-03-09,2025-03-10,82,29.46,2415.72,18.56,1521.92,35.7,CAR01,Delivered
99378,85979,2025-03-09,2025-03-11,73,35.15,2565.95,21.48,1568.04,43.5,CAR02,Delivered
99379,85981,2025-03-09,2025-03-11,41,33.49,1373.09,21.1,865.1,27.5,CAR02,Delivered
99380,85981,2025-03-09,2025-03-11,41,33.49,1373.09,21.1,865.1,27.5,CAR03,Delivered
99381,85984,2025-03-09,2025-03-12,17,22.49,382.33,14.17,240.89,15.5,CAR03,Delivered
99382,85984,2025-03-09,2025-03-10,18,22.49,404.82,14.17,255.06,16.0,CAR02,Delivered
99383,85989,2025-03-09,2025-03-12,50,50.02,2501.0,30.57,1528.5,24.5,CAR01,Delivered
99384,85990,2025-03-09,2025-03-12,102,36.16,3688.32,23.26,2372.52,42.7,CAR01,Delivered
99385,85997,2025-03-09,2025-03-12,72,44.97,3237.84,29.87,2150.64,43.0,CAR02,Delivered
99386,86001,2025-03-09,2025-03-12,113,19.14,2162.82,12.71,1436.23,63.5,CAR03,Delivered
99387,86003,2025-03-09,2025-03-10,52,42.19,2193.88,28.03,1457.56,33.0,CAR03,Delivered
99388,86004,2025-03-09,2025-03-11,30,57.8,1734.0,36.41,1092.3,22.0,CAR02,Delivered
99389,86005,2025-03-09,2025-03-11,38,16.64,632.32,10.17,386.46,26.0,CAR03,Delivered
99390,86011,2025-03-09,2025-03-12,70,26.58,1860.6,17.09,1196.3,42.0,CAR02,Delivered
99391,86013,2025-03-09,2025-03-11,113,40.45,4570.85,25.48,2879.24,63.5,CAR02,Delivered
99392,86016,2025-03-09,2025-03-11,43,40.8,1754.4,26.25,1128.75,28.5,CAR02,Delivered
99393,86019,2025-03-09,2025-03-12,90,31.77,2859.3,21.1,1899.0,52.0,CAR02,Delivered
99394,86023,2025-03-09,2025-03-12,95,34.53,3280.35,21.1,2004.5,54.5,CAR03,Delivered
99395,86024,2025-03-09,2025-03-12,76,35.81,2721.56,22.56,1714.56,45.0,CAR03,Delivered
99396,86025,2025-03-09,2025-03-10,115,50.39,5794.85,32.41,3727.15,64.5,CAR02,Delivered
99397,86026,2025-03-09,2025-03-11,93,39.85,3706.05,25.1,2334.3,53.5,CAR02,Delivered
99398,86032,2025-03-09,2025-03-12,86,15.81,1359.66,10.17,874.62,37.1,CAR01,Delivered
99399,86035,2025-03-09,2025-03-12,48,46.2,2217.6,29.11,1397.28,23.8,CAR01,Delivered
99400,86035,2025-03-09,2025-03-10,48,46.2,2217.6,29.11,1397.28,23.8,CAR01,Delivered
99401,86036,2025-03-09,2025-03-10,35,31.71,1109.85,20.4,714.0,24.5,CAR02,Delivered
99402,86036,2025-03-09,2025-03-10,36,31.71,1141.56,20.4,734.4,25.0,CAR02,Delivered
99403,86039,2025-03-09,2025-03-11,56,52.07,2915.92,33.49,1875.44,26.6,CAR01,Delivered
99404,86039,2025-03-09,2025-03-12,57,52.07,2967.99,33.49,1908.93,35.5,CAR02,Delivered
99405,85663,2025-03-10,2025-03-12,103,28.85,2971.55,18.56,1911.68,58.5,CAR02,Delivered
99406,85665,2025-03-10,2025-03-11,97,41.7,4044.9,25.48,2471.56,40.95,CAR01,Delivered
99407,85666,2025-03-10,2025-03-16,62,38.74,2401.88,24.4,1512.8,38.0,CAR03,Delivered
99408,85670,2025-03-10,2025-03-12,73,46.6,3401.8,30.95,2259.35,32.55,CAR01,Delivered
99409,85672,2025-03-10,2025-03-11,81,32.88,2663.28,20.72,1678.32,47.5,CAR03,Delivered
99410,85674,2025-03-10,2025-03-11,109,35.59,3879.31,23.64,2576.76,61.5,CAR02,Delivered
99411,85675,2025-03-10,2025-03-12,111,54.82,6085.02,36.41,4041.51,45.85,CAR01,Delivered
99412,85676,2025-03-10,2025-03-13,44,37.02,1628.88,23.32,1026.08,29.0,CAR03,Delivered
99413,85676,2025-03-10,2025-03-13,44,37.02,1628.88,23.32,1026.08,29.0,CAR02,Delivered
99414,85678,2025-03-10,2025-03-12,96,24.9,2390.4,16.01,1536.96,55.0,CAR03,Delivered
99415,85685,2025-03-10,2025-03-12,111,51.27,5690.97,31.33,3477.63,62.5,CAR02,Delivered
99416,85692,2025-03-10,2025-03-11,38,48.88,1857.44,29.87,1135.06,20.3,CAR01,Delivered
99417,85692,2025-03-10,2025-03-13,38,48.88,1857.44,29.87,1135.06,26.0,CAR03,Delivered
99418,85694,2025-03-10,2025-03-12,66,39.42,2601.72,26.18,1727.88,40.0,CAR03,Delivered
99419,85699,2025-03-10,2025-03-13,60,42.19,2531.4,28.03,1681.8,37.0,CAR02,Delivered
99420,85700,2025-03-10,2025-03-11,85,33.89,2880.65,21.8,1853.0,49.5,CAR02,Delivered
99421,85703,2025-03-10,2025-03-11,44,34.54,1519.76,22.94,1009.36,22.4,CAR01,Delivered
99422,85703,2025-03-10,2025-03-12,44,34.54,1519.76,22.94,1009.36,22.4,CAR01,Delivered
99423,85705,2025-03-10,2025-03-12,41,39.51,1619.91,26.25,1076.25,27.5,CAR03,Delivered
99424,85705,2025-03-10,2025-03-11,42,39.51,1659.42,26.25,1102.5,28.0,CAR03,Delivered
99425,85709,2025-03-10,2025-03-11,30,31.77,953.1,21.1,633.0,17.5,CAR01,Delivered
99426,85710,2025-03-10,2025-03-11,61,35.15,2144.15,21.48,1310.28,37.5,CAR02,Delivered
99427,85713,2025-03-10,2025-03-11,31,27.36,848.16,18.18,563.58,22.5,CAR03,Delivered
99428,85716,2025-03-10,2025-03-11,77,38.53,2966.81,24.78,1908.06,45.5,CAR02,Delivered
99429,85718,2025-03-10,2025-03-11,52,46.02,2393.04,30.57,1589.64,33.0,CAR03,Delivered
99430,85718,2025-03-10,2025-03-11,52,46.02,2393.04,30.57,1589.64,33.0,CAR03,Delivered
99431,85721,2025-03-10,2025-03-13,88,21.91,1928.08,14.55,1280.4,51.0,CAR02,Delivered
99432,85726,2025-03-10,2025-03-13,30,53.04,1591.2,32.41,972.3,22.0,CAR03,Delivered
99433,85726,2025-03-10,2025-03-12,31,53.04,1644.24,32.41,1004.71,22.5,CAR02,Delivered
99434,85732,2025-03-10,2025-03-12,83,19.76,1640.08,12.71,1054.93,36.05,CAR01,Delivered
99435,85734,2025-03-10,2025-03-13,65,44.17,2871.05,28.41,1846.65,39.5,CAR02,Delivered
99436,85737,2025-03-10,2025-03-13,103,49.13,5060.39,30.95,3187.85,43.05,CAR01,Delivered
99437,85738,2025-03-10,2025-03-11,102,27.98,2853.96,17.09,1743.18,42.7,CAR01,Delivered
99438,85740,2025-03-10,2025-03-12,77,27.94,2151.38,18.56,1429.12,45.5,CAR03,Delivered
99439,85747,2025-03-10,2025-03-13,85,27.66,2351.1,17.79,1512.15,49.5,CAR02,Delivered
99440,85748,2025-03-10,2025-03-11,21,31.62,664.02,20.34,427.14,17.5,CAR03,Delivered
99441,85748,2025-03-10,2025-03-11,22,31.62,695.64,20.34,447.48,14.7,CAR01,Delivered
99442,85751,2025-03-10,2025-03-13,47,33.97,1596.59,22.56,1060.32,23.45,CAR01,Delivered
99443,85752,2025-03-10,2025-03-12,39,43.82,1708.98,29.11,1135.29,26.5,CAR02,Delivered
99444,85755,2025-03-10,2025-03-15,50,38.53,1926.5,24.78,1239.0,32.0,CAR03,Delivered
99445,85755,2025-03-10,2025-03-14,50,38.53,1926.5,24.78,1239.0,32.0,CAR03,Delivered
99446,85757,2025-03-10,2025-03-13,72,22.03,1586.16,14.17,1020.24,43.0,CAR02,Delivered
99447,85761,2025-03-10,2025-03-13,55,28.25,1553.75,17.79,978.45,26.25,CAR01,Delivered
99448,85765,2025-03-10,2025-03-12,56,35.02,1961.12,23.26,1302.56,26.6,CAR01,Delivered
99449,85765,2025-03-10,2025-03-15,56,35.02,1961.12,23.26,1302.56,35.0,CAR03,Delivered
99450,85766,2025-03-10,2025-03-12,108,35.67,3852.36,21.8,2354.4,61.0,CAR02,Delivered
99451,85768,2025-03-10,2025-03-12,77,45.85,3530.45,29.49,2270.73,33.95,CAR01,Delivered
99452,85771,2025-03-10,2025-03-13,83,44.48,3691.84,28.03,2326.49,36.05,CAR01,Delivered
99453,85781,2025-03-10,2025-03-12,36,27.35,984.6,16.71,601.56,25.0,CAR03,Delivered
99454,85788,2025-03-10,2025-03-13,84,43.38,3643.92,27.33,2295.72,49.0,CAR03,Delivered
99455,85792,2025-03-10,2025-03-11,72,48.12,3464.64,30.95,2228.4,32.2,CAR01,Delivered
99456,85795,2025-03-10,2025-03-13,12,46.02,552.24,30.57,366.84,13.0,CAR03,Delivered
99457,85795,2025-03-10,2025-03-11,13,46.02,598.26,30.57,397.41,13.5,CAR02,Delivered
99458,85796,2025-03-10,2025-03-13,30,33.99,1019.7,21.86,655.8,17.5,CAR01,Delivered
99459,85797,2025-03-10,2025-03-12,37,57.2,2116.4,34.95,1293.15,19.95,CAR01,Delivered
99460,85805,2025-03-10,2025-03-13,87,19.71,1714.77,13.09,1138.83,37.45,CAR01,Delivered
99461,85807,2025-03-10,2025-03-11,48,32.88,1578.24,20.72,994.56,31.0,CAR02,Delivered
99462,85807,2025-03-10,2025-03-12,48,32.88,1578.24,20.72,994.56,31.0,CAR02,Delivered
99463,85808,2025-03-10,2025-03-11,41,41.06,1683.46,25.86,1060.26,21.35,CAR01,Delivered
99464,85810,2025-03-10,2025-03-13,51,29.12,1485.12,17.79,907.29,24.85,CAR01,Delivered
99465,85816,2025-03-10,2025-03-13,39,47.52,1853.28,30.57,1192.23,26.5,CAR02,Delivered
99466,85817,2025-03-10,2025-03-13,39,44.72,1744.08,27.33,1065.87,26.5,CAR02,Delivered
99467,85821,2025-03-10,2025-03-12,104,38.53,4007.12,24.78,2577.12,59.0,CAR02,Delivered
99468,85822,2025-03-10,2025-03-14,27,33.4,901.8,22.18,598.86,20.5,CAR03,Delivered
99469,85823,2025-03-10,2025-03-13,81,22.96,1859.76,15.25,1235.25,47.5,CAR03,Delivered
99470,85830,2025-03-10,2025-03-15,31,33.99,1053.69,21.86,677.66,22.5,CAR03,Delivered
99471,85834,2025-03-10,2025-03-13,101,35.81,3616.81,22.56,2278.56,57.5,CAR02,Delivered
99472,85836,2025-03-10,2025-03-11,96,27.17,2608.32,17.48,1678.08,55.0,CAR03,Delivered
99473,85839,2025-03-10,2025-03-12,106,23.19,2458.14,14.17,1502.02,60.0,CAR03,Delivered
99474,85842,2025-03-10,2025-03-12,25,41.7,1042.5,25.48,637.0,15.75,CAR01,Delivered
99475,85842,2025-03-10,2025-03-12,26,41.7,1084.2,25.48,662.48,16.1,CAR01,Delivered
99476,85850,2025-03-10,2025-03-14,100,30.71,3071.0,20.4,2040.0,57.0,CAR03,Delivered
99477,85852,2025-03-10,2025-03-16,64,42.95,2748.8,26.25,1680.0,39.0,CAR03,Delivered
99478,85853,2025-03-10,2025-03-13,83,35.78,2969.74,21.86,1814.38,36.05,CAR01,Delivered
99479,85855,2025-03-10,2025-03-11,28,39.25,1099.0,24.72,692.16,16.8,CAR01,Delivered
99480,85855,2025-03-10,2025-03-11,29,39.25,1138.25,24.72,716.88,21.5,CAR03,Delivered
99481,85860,2025-03-10,2025-03-11,63,37.79,2380.77,25.1,1581.3,38.5,CAR03,Delivered
99482,85861,2025-03-10,2025-03-11,101,41.66,4207.66,26.25,2651.25,57.5,CAR02,Delivered
99483,85863,2025-03-10,2025-03-13,68,48.26,3281.68,29.49,2005.32,41.0,CAR02,Delivered
99484,85864,2025-03-10,2025-03-11,117,28.85,3375.45,18.56,2171.52,47.95,CAR01,Delivered
99485,85865,2025-03-10,2025-03-11,116,29.46,3417.36,18.56,2152.96,47.6,CAR01,Delivered
99486,85866,2025-03-10,2025-03-13,76,46.02,3497.52,30.57,2323.32,45.0,CAR03,Delivered
99487,85868,2025-03-10,2025-03-11,33,24.81,818.73,15.63,515.79,23.5,CAR03,Delivered
99488,85869,2025-03-10,2025-03-11,61,42.33,2582.13,25.86,1577.46,37.5,CAR03,Delivered
99489,85871,2025-03-10,2025-03-11,115,46.44,5340.6,29.87,3435.05,64.5,CAR02,Delivered
99490,85874,2025-03-10,2025-03-12,114,39.03,4449.42,25.1,2861.4,64.0,CAR03,Delivered
99491,85878,2025-03-10,2025-03-11,98,25.58,2506.84,15.63,1531.74,56.0,CAR02,Delivered
99492,85879,2025-03-10,2025-03-11,89,44.75,3982.75,28.79,2562.31,51.5,CAR03,Delivered
99493,85880,2025-03-10,2025-03-13,112,38.44,4305.28,24.72,2768.64,63.0,CAR03,Delivered
99494,85886,2025-03-10,2025-03-12,34,44.4,1509.6,29.49,1002.66,18.9,CAR01,Delivered
99495,85886,2025-03-10,2025-03-13,34,44.4,1509.6,29.49,1002.66,24.0,CAR02,Delivered
99496,85887,2025-03-10,2025-03-13,89,27.94,2486.66,18.56,1651.84,51.5,CAR03,Delivered
99497,85890,2025-03-10,2025-03-13,89,35.21,3133.69,22.18,1974.02,38.15,CAR01,Delivered
99498,85895,2025-03-10,2025-03-11,50,24.96,1248.0,15.25,762.5,32.0,CAR03,Delivered
99499,85896,2025-03-10,2025-03-12,59,30.71,1811.89,20.4,1203.6,36.5,CAR02,Delivered
99500,85901,2025-03-10,2025-03-12,106,32.88,3485.28,20.72,2196.32,44.1,CAR01,Delivered
99501,85902,2025-03-10,2025-03-12,92,47.17,4339.64,31.33,2882.36,53.0,CAR03,Delivered
99502,85903,2025-03-10,2025-03-11,103,30.56,3147.68,19.26,1983.78,43.05,CAR01,Delivered
99503,85904,2025-03-10,2025-03-13,27,32.14,867.78,19.64,530.28,16.45,CAR01,Delivered
99504,85908,2025-03-10,2025-03-13,81,19.71,1596.51,13.09,1060.29,47.5,CAR03,Delivered
99505,85910,2025-03-10,2025-03-12,86,25.74,2213.64,17.09,1469.74,37.1,CAR01,Delivered
99506,85913,2025-03-10,2025-03-12,110,25.16,2767.6,16.71,1838.1,62.0,CAR02,Delivered
99507,85922,2025-03-10,2025-03-12,57,23.82,1357.74,14.55,829.35,35.5,CAR03,Delivered
99508,85923,2025-03-10,2025-03-12,113,42.85,4842.05,26.18,2958.34,63.5,CAR03,Delivered
99509,85925,2025-03-10,2025-03-12,52,37.22,1935.44,24.72,1285.44,25.2,CAR01,Delivered
99510,85926,2025-03-10,2025-03-11,59,50.85,3000.15,32.03,1889.77,27.65,CAR01,Delivered
99511,85926,2025-03-10,2025-03-12,59,50.85,3000.15,32.03,1889.77,36.5,CAR03,Delivered
99512,85928,2025-03-10,2025-03-13,42,33.38,1401.96,20.4,856.8,21.7,CAR01,Delivered
99513,85928,2025-03-10,2025-03-13,43,33.38,1435.34,20.4,877.2,28.5,CAR02,Delivered
99514,85931,2025-03-10,2025-03-15,113,37.34,4219.42,24.02,2714.26,63.5,CAR03,Delivered
99515,85932,2025-03-10,2025-03-13,21,37.32,783.72,24.78,520.38,14.35,CAR01,Delivered
99516,85932,2025-03-10,2025-03-12,22,37.32,821.04,24.78,545.16,18.0,CAR02,Delivered
99517,85933,2025-03-10,2025-03-15,24,52.62,1262.88,34.95,838.8,19.0,CAR03,Delivered
99518,85933,2025-03-10,2025-03-13,24,52.62,1262.88,34.95,838.8,15.4,CAR01,Delivered
99519,85934,2025-03-10,2025-03-12,108,32.38,3497.04,20.4,2203.2,61.0,CAR02,Delivered
99520,85935,2025-03-10,2025-03-13,75,46.44,3483.0,29.87,2240.25,44.5,CAR02,Delivered
99521,85939,2025-03-10,2025-03-11,48,38.13,1830.24,24.02,1152.96,23.8,CAR01,Delivered
99522,85951,2025-03-10,2025-03-11,106,35.66,3779.96,22.94,2431.64,60.0,CAR03,Delivered
99523,85954,2025-03-10,2025-03-12,113,38.13,4308.69,24.02,2714.26,63.5,CAR02,Delivered
99524,85963,2025-03-10,2025-03-13,117,26.58,3109.86,17.09,1999.53,47.95,CAR01,Delivered
99525,85965,2025-03-10,2025-03-12,106,47.17,5000.02,31.33,3320.98,44.1,CAR01,Delivered
99526,85966,2025-03-10,2025-03-11,68,48.71,3312.28,31.33,2130.44,41.0,CAR03,Delivered
99527,85973,2025-03-10,2025-03-11,61,28.99,1768.39,19.26,1174.86,28.35,CAR01,Delivered
99528,85974,2025-03-10,2025-03-11,85,22.49,1911.65,14.17,1204.45,49.5,CAR02,Delivered
99529,85975,2025-03-10,2025-03-13,97,39.31,3813.07,24.02,2329.94,40.95,CAR01,Delivered
99530,85978,2025-03-10,2025-03-12,108,39.31,4245.48,24.02,2594.16,44.8,CAR01,Delivered
99531,85982,2025-03-10,2025-03-11,77,36.17,2785.09,24.02,1849.54,33.95,CAR01,Delivered
99532,85987,2025-03-10,2025-03-12,86,33.28,2862.08,20.34,1749.24,50.0,CAR02,Delivered
99533,85995,2025-03-10,2025-03-12,25,35.07,876.75,22.56,564.0,19.5,CAR02,Delivered
99534,85996,2025-03-10,2025-03-13,83,50.43,4185.69,33.49,2779.67,36.05,CAR01,Delivered
99535,86000,2025-03-10,2025-03-13,39,44.1,1719.9,26.95,1051.05,26.5,CAR03,Delivered
99536,86000,2025-03-10,2025-03-12,40,44.1,1764.0,26.95,1078.0,27.0,CAR02,Delivered
99537,86006,2025-03-10,2025-03-12,46,45.24,2081.04,27.64,1271.44,23.1,CAR01,Delivered
99538,86007,2025-03-10,2025-03-11,117,39.34,4602.78,24.78,2899.26,47.95,CAR01,Delivered
99539,86010,2025-03-10,2025-03-15,48,24.21,1162.08,15.25,732.0,31.0,CAR03,Delivered
99540,86012,2025-03-10,2025-03-12,88,25.74,2265.12,17.09,1503.92,37.8,CAR01,Delivered
99541,86017,2025-03-10,2025-03-11,79,41.14,3250.06,27.33,2159.07,46.5,CAR03,Delivered
99542,86018,2025-03-10,2025-03-11,116,20.35,2360.6,13.09,1518.44,65.0,CAR03,Delivered
99543,86027,2025-03-10,2025-03-11,71,49.73,3530.83,31.33,2224.43,42.5,CAR03,Delivered
99544,86029,2025-03-10,2025-03-11,45,50.39,2267.55,32.41,1458.45,29.5,CAR02,Delivered
99545,86037,2025-03-10,2025-03-12,104,35.78,3721.12,21.86,2273.44,43.4,CAR01,Delivered
99546,86042,2025-03-10,2025-03-13,70,41.14,2879.8,27.33,1913.1,42.0,CAR03,Delivered
99547,86047,2025-03-10,2025-03-11,88,38.53,3390.64,24.78,2180.64,37.8,CAR01,Delivered
99548,86048,2025-03-10,2025-03-12,87,17.51,1523.37,11.63,1011.81,37.45,CAR01,Delivered
99549,86049,2025-03-10,2025-03-12,68,48.23,3279.64,32.03,2178.04,41.0,CAR02,Delivered
99550,86050,2025-03-10,2025-03-13,99,44.72,4427.28,27.33,2705.67,56.5,CAR03,Delivered
99551,86052,2025-03-10,2025-03-11,30,37.32,1119.6,24.78,743.4,17.5,CAR01,Delivered
99552,86057,2025-03-10,2025-03-12,59,26.58,1568.22,17.09,1008.31,36.5,CAR02,Delivered
99553,86060,2025-03-10,2025-03-13,36,33.38,1201.68,20.4,734.4,19.6,CAR01,Delivered
99554,86061,2025-03-10,2025-03-14,58,33.9,1966.2,20.72,1201.76,36.0,CAR03,Delivered
99555,86066,2025-03-10,2025-03-11,32,41.14,1316.48,27.33,874.56,18.2,CAR01,Delivered
99556,86067,2025-03-10,2025-03-11,56,30.37,1700.72,18.56,1039.36,26.6,CAR01,Delivered
99557,86067,2025-03-10,2025-03-12,56,30.37,1700.72,18.56,1039.36,35.0,CAR03,Delivered
99558,86074,2025-03-10,2025-03-11,112,46.6,5219.2,30.95,3466.4,63.0,CAR03,Delivered
99559,86079,2025-03-10,2025-03-11,36,23.11,831.96,14.55,523.8,19.6,CAR01,Delivered
99560,86084,2025-03-10,2025-03-13,30,28.6,858.0,17.48,524.4,17.5,CAR01,Delivered
99561,86090,2025-03-10,2025-03-13,73,52.66,3844.18,33.87,2472.51,43.5,CAR03,Delivered
99562,86099,2025-03-10,2025-03-12,59,47.11,2779.49,28.79,1698.61,36.5,CAR02,Delivered
99563,86101,2025-03-10,2025-03-13,35,38.36,1342.6,25.48,891.8,19.25,CAR01,Delivered
99564,86104,2025-03-10,2025-03-11,44,36.3,1597.2,22.18,975.92,29.0,CAR02,Delivered
99565,86108,2025-03-10,2025-03-13,79,38.69,3056.51,23.64,1867.56,34.65,CAR01,Delivered
99566,86109,2025-03-10,2025-03-12,108,44.17,4770.36,28.41,3068.28,61.0,CAR03,Delivered
99567,86113,2025-03-10,2025-03-12,105,38.74,4067.7,24.4,2562.0,43.75,CAR01,Delivered
99568,86115,2025-03-10,2025-03-11,38,27.35,1039.3,16.71,634.98,26.0,CAR03,Delivered
