OrderLineID,OrderID,LineNumber,OrderDate,PromisedDate,CustomerID,ProductID,ProductName,Category,Brand,UnitsPerCase,WarehouseID,OrderedCases,CancelledCases,ListPricePerCaseGBP,DiscountRate,PromoCode,OrderStatus
75335,SO0037927,2,2025-01-14,2025-01-18,3392,SKU012,Beverages Variant 12,Beverages,Vale,12,WH04,59,0,16.64,0,,Closed
75336,SO0037928,1,2025-01-14,2025-01-18,2898,SKU010,Beverages Variant 10,Beverages,Vale,24,WH02,97,0,40.56,0.05,,Closed
75337,SO0037928,2,2025-01-14,2025-01-18,2898,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH02,54,0,44.72,0.08,,Closed
75338,SO0037929,1,2025-01-14,2025-01-18,11174,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH02,42,0,53.04,0,,Closed
75339,SO0037929,2,2025-01-14,2025-01-18,11174,SKU004,Beverages Variant 04,Beverages,Vale,24,WH02,91,0,26.21,0,,Closed
75340,SO0037930,1,2025-01-14,2025-01-18,3202,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH02,63,0,41.7,0.03,,Closed
75341,SO0037930,2,2025-01-14,2025-01-18,3202,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH02,75,0,20.8,0,,Closed
75342,SO0037931,1,2025-01-14,2025-01-18,5468,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH04,114,0,29.12,0.08,,Closed
75343,SO0037931,2,2025-01-14,2025-01-18,5468,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH04,81,0,44.72,0,,Closed
75344,SO0037931,3,2025-01-14,2025-01-18,5468,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH04,65,0,45.24,0.05,,Closed
75345,SO0037932,1,2025-01-14,2025-01-18,7331,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH03,95,0,27.35,0.03,,Closed
75346,SO0037932,2,2025-01-14,2025-01-18,7331,SKU007,Beverages Variant 07,Beverages,Vale,24,WH03,70,0,33.38,0.05,,Closed
75347,SO0037932,3,2025-01-14,2025-01-18,7331,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH03,72,0,50.02,0.05,,Closed
75348,SO0037933,1,2025-01-14,2025-01-18,7580,SKU030,Personal Care Variant 06,Personal Care,Purely,12,WH04,91,0,39.31,0.08,,Closed
75349,SO0037934,1,2025-01-14,2025-01-18,11754,SKU009,Beverages Variant 09,Beverages,Vale,12,WH02,66,0,38.17,0.08,,Closed
75350,SO0037934,2,2025-01-14,2025-01-18,11754,SKU020,Snacks Variant 08,Snacks,Crispa,6,WH02,25,0,39.94,0,,Closed
75351,SO0037935,1,2025-01-14,2025-01-18,11005,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH01,65,0,34.53,0,,Closed
75352,SO0037936,1,2025-01-14,2025-01-18,11621,SKU011,Beverages Variant 11,Beverages,Vale,6,WH01,84,0,42.95,0,,Closed
75353,SO0037937,1,2025-01-14,2025-01-18,8068,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH04,82,0,45.24,0.03,,Closed
75354,SO0037937,2,2025-01-14,2025-01-18,8068,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH04,48,0,52.42,0.03,,Closed
75355,SO0037938,1,2025-01-14,2025-01-18,5118,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH02,99,0,38.69,0.03,,Closed
75356,SO0037939,1,2025-01-14,2025-01-18,4837,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH01,48,0,38.69,0.03,,Closed
75357,SO0037939,2,2025-01-14,2025-01-18,4837,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH01,51,0,33.28,0.05,,Closed
75358,SO0037940,1,2025-01-14,2025-01-18,10187,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH03,71,0,35.15,0.03,,Closed
75359,SO0037941,1,2025-01-14,2025-01-18,8380,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH04,114,0,38.69,0.08,,Closed
75360,SO0037942,1,2025-01-14,2025-01-18,4677,SKU012,Beverages Variant 12,Beverages,Vale,12,WH01,109,0,16.64,0,,Closed
75361,SO0037943,1,2025-01-14,2025-01-18,2874,SKU008,Beverages Variant 08,Beverages,Vale,6,WH02,54,0,35.78,0.05,,Closed
75362,SO0037944,1,2025-01-14,2025-01-18,3343,SKU017,Snacks Variant 05,Snacks,Crispa,6,WH03,68,0,32.76,0.08,,Closed
75363,SO0037944,2,2025-01-14,2025-01-18,3343,SKU007,Beverages Variant 07,Beverages,Vale,24,WH03,62,0,33.38,0.03,,Closed
75364,SO0037944,3,2025-01-14,2025-01-18,3343,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH03,58,0,34.53,0.08,,Closed
75365,SO0037945,1,2025-01-14,2025-01-18,4987,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH03,95,0,40.46,0.08,,Closed
75366,SO0037946,1,2025-01-14,2025-01-18,5207,SKU020,Snacks Variant 08,Snacks,Crispa,6,WH03,39,0,39.94,0,,Closed
75367,SO0037946,2,2025-01-14,2025-01-18,5207,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH03,98,0,55.43,0.05,,Closed
75368,SO0037946,3,2025-01-14,2025-01-18,5207,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH03,82,0,53.04,0,,Closed
75369,SO0037947,1,2025-01-14,2025-01-18,7249,SKU010,Beverages Variant 10,Beverages,Vale,24,WH01,38,0,40.56,0.08,,Closed
75370,SO0037947,2,2025-01-14,2025-01-18,7249,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH01,41,0,20.8,0.03,,Closed
75371,SO0037947,3,2025-01-14,2025-01-18,7249,SKU037,Home Care Variant 01,Home Care,BrightNest,24,WH01,103,0,31.51,0.05,,Closed
75372,SO0037948,1,2025-01-14,2025-01-18,11591,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH03,72,0,29.12,0,,Closed
75373,SO0037948,2,2025-01-14,2025-01-18,11591,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH03,52,0,43.47,0.08,,Closed
75374,SO0037948,3,2025-01-14,2025-01-18,11591,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH03,76,0,29.74,0.08,,Closed
75375,SO0037949,1,2025-01-14,2025-01-18,3008,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH04,81,0,41.7,0,,Closed
75376,SO0037950,1,2025-01-14,2025-01-18,161,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH01,97,0,35.15,0.03,,Closed
75377,SO0037950,2,2025-01-14,2025-01-18,161,SKU045,Home Care Variant 09,Home Care,BrightNest,12,WH01,117,0,50.65,0.03,,Closed
75378,SO0037950,3,2025-01-14,2025-01-18,161,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH01,78,0,42.85,0.05,,Closed
75379,SO0037951,1,2025-01-14,2025-01-18,1355,SKU012,Beverages Variant 12,Beverages,Vale,12,WH03,36,0,16.64,0.05,,Closed
75380,SO0037951,2,2025-01-14,2025-01-18,1355,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH03,45,0,44.72,0,,Closed
75381,SO0037951,3,2025-01-14,2025-01-18,1355,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH03,79,0,42.33,0.05,,Closed
75382,SO0037952,1,2025-01-14,2025-01-18,3501,SKU004,Beverages Variant 04,Beverages,Vale,24,WH01,97,0,26.21,0.08,,Closed
75383,SO0037953,1,2025-01-14,2025-01-18,7188,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH04,82,0,43.47,0,,Closed
75384,SO0037953,2,2025-01-14,2025-01-18,7188,SKU049,Packaged Foods Variant 01,Packaged Foods,PantryCo,24,WH04,104,0,35.67,0.05,,Closed
75385,SO0037954,1,2025-01-14,2025-01-18,2988,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH04,106,0,40.46,0.05,,Closed
75386,SO0037954,2,2025-01-14,2025-01-18,2988,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH04,69,0,50.02,0.08,,Closed
75387,SO0037955,1,2025-01-14,2025-01-18,11581,SKU054,Packaged Foods Variant 06,Packaged Foods,PantryCo,12,WH01,48,0,47.63,0.08,,Closed
75388,SO0037955,2,2025-01-14,2025-01-18,11581,SKU008,Beverages Variant 08,Beverages,Vale,6,WH01,97,97,35.78,0.03,,Cancelled
75389,SO0037955,3,2025-01-14,2025-01-18,11581,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH01,55,0,29.74,0.03,,Closed
75390,SO0037956,1,2025-01-14,2025-01-18,2145,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH01,113,113,38.06,0.05,,Cancelled
75391,SO0037956,2,2025-01-14,2025-01-18,2145,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH01,70,0,33.9,0,,Closed
75392,SO0037957,1,2025-01-14,2025-01-18,5973,SKU041,Home Care Variant 05,Home Care,BrightNest,6,WH01,101,0,41.08,0.08,,Closed
75393,SO0037957,2,2025-01-14,2025-01-18,5973,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH01,39,0,53.04,0,,Closed
75394,SO0037958,1,2025-01-14,2025-01-18,6551,SKU020,Snacks Variant 08,Snacks,Crispa,6,WH03,99,0,39.94,0.08,,Closed
75395,SO0037958,2,2025-01-14,2025-01-18,6551,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH03,69,0,47.11,0.03,,Closed
75396,SO0037958,3,2025-01-14,2025-01-18,6551,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH03,85,0,51.27,0.03,,Closed
75397,SO0037959,1,2025-01-14,2025-01-18,5851,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH03,49,0,44.1,0.03,,Closed
75398,SO0037960,1,2025-01-14,2025-01-18,3613,SKU011,Beverages Variant 11,Beverages,Vale,6,WH01,43,0,42.95,0,,Closed
75399,SO0037960,2,2025-01-14,2025-01-18,3613,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH01,85,0,40.46,0.05,,Closed
75400,SO0037960,3,2025-01-14,2025-01-18,3613,SKU019,Snacks Variant 07,Snacks,Crispa,24,WH01,62,0,37.54,0.08,,Closed
75401,SO0037961,1,2025-01-14,2025-01-18,8052,SKU012,Beverages Variant 12,Beverages,Vale,12,WH04,84,0,16.64,0.03,,Closed
75402,SO0037961,2,2025-01-14,2025-01-18,8052,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH04,59,0,52.42,0.03,,Closed
75403,SO0037962,1,2025-01-14,2025-01-18,2318,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH02,82,0,38.06,0.03,,Closed
75404,SO0037963,1,2025-01-14,2025-01-18,2733,SKU016,Snacks Variant 04,Snacks,Crispa,24,WH01,73,0,30.37,0,,Closed
75405,SO0037964,1,2025-01-14,2025-01-18,10840,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH04,63,0,29.74,0.05,,Closed
75406,SO0037964,2,2025-01-14,2025-01-18,10840,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH04,65,0,41.7,0,,Closed
75407,SO0037965,1,2025-01-14,2025-01-18,9853,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH01,47,0,36.92,0.03,,Closed
75408,SO0037965,2,2025-01-14,2025-01-18,9853,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH01,74,0,27.35,0.03,,Closed
75409,SO0037966,1,2025-01-14,2025-01-18,457,SKU003,Beverages Variant 03,Beverages,Vale,12,WH01,104,104,23.82,0.08,,Cancelled
75410,SO0037966,2,2025-01-14,2025-01-18,457,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH01,57,0,50.02,0,,Closed
75411,SO0037966,3,2025-01-14,2025-01-18,457,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH01,32,0,57.2,0.03,,Closed
75412,SO0037967,1,2025-01-14,2025-01-18,3346,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH02,60,0,33.9,0.08,,Closed
75413,SO0037967,2,2025-01-14,2025-01-18,3346,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH02,98,0,29.12,0.08,,Closed
75414,SO0037968,1,2025-01-14,2025-01-18,7816,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH04,56,0,44.72,0.05,,Closed
75415,SO0037968,2,2025-01-14,2025-01-18,7816,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH04,85,0,33.28,0,,Closed
75416,SO0037968,3,2025-01-14,2025-01-18,7816,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH04,117,0,40.46,0.08,,Closed
75417,SO0037969,1,2025-01-14,2025-01-18,645,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH01,56,0,48.88,0,,Closed
75418,SO0037970,1,2025-01-14,2025-01-18,2607,SKU019,Snacks Variant 07,Snacks,Crispa,24,WH03,70,0,37.54,0.08,,Closed
75419,SO0037970,2,2025-01-14,2025-01-18,2607,SKU059,Packaged Foods Variant 11,Packaged Foods,PantryCo,6,WH03,106,0,59.59,0.08,,Closed
75420,SO0037970,3,2025-01-14,2025-01-18,2607,SKU041,Home Care Variant 05,Home Care,BrightNest,6,WH03,46,0,41.08,0.03,,Closed
75421,SO0037971,1,2025-01-14,2025-01-18,11662,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH02,118,0,25.58,0.05,,Closed
75422,SO0037972,1,2025-01-14,2025-01-18,8368,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH04,86,0,33.9,0.05,,Closed
75423,SO0037972,2,2025-01-14,2025-01-18,8368,SKU013,Snacks Variant 01,Snacks,Crispa,24,WH04,118,0,23.19,0.05,,Closed
75424,SO0037972,3,2025-01-14,2025-01-18,8368,SKU002,Beverages Variant 02,Beverages,Vale,6,WH04,91,0,21.42,0.08,,Closed
75425,SO0037973,1,2025-01-14,2025-01-18,6954,SKU012,Beverages Variant 12,Beverages,Vale,12,WH02,96,0,16.64,0,,Closed
75426,SO0037973,2,2025-01-14,2025-01-18,6954,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH02,105,0,43.47,0,,Closed
75427,SO0037974,1,2025-01-14,2025-01-18,3102,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH02,38,0,36.92,0.05,,Closed
75428,SO0037974,2,2025-01-14,2025-01-18,3102,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH02,39,0,55.43,0,,Closed
75429,SO0037974,3,2025-01-14,2025-01-18,3102,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH02,97,0,43.47,0.03,,Closed
75430,SO0037975,1,2025-01-14,2025-01-18,9766,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH02,33,0,27.35,0.05,,Closed
75431,SO0037976,1,2025-01-14,2025-01-18,5597,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH01,36,0,36.92,0.03,,Closed
75432,SO0037976,2,2025-01-14,2025-01-18,5597,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH01,78,0,43.47,0.03,,Closed
75433,SO0037976,3,2025-01-14,2025-01-18,5597,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH01,54,0,46.49,0,,Closed
75434,SO0037977,1,2025-01-14,2025-01-18,8203,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH03,62,0,38.06,0.08,,Closed
75435,SO0037977,2,2025-01-14,2025-01-18,8203,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH03,33,0,55.43,0.05,,Closed
75436,SO0037978,1,2025-01-14,2025-01-18,1479,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH03,102,0,40.46,0.08,,Closed
75437,SO0037978,2,2025-01-14,2025-01-18,1479,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH03,32,32,44.72,0.03,,Cancelled
75438,SO0037978,3,2025-01-14,2025-01-18,1479,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH03,58,0,20.8,0.03,,Closed
75439,SO0037979,1,2025-01-14,2025-01-18,11542,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH02,44,0,42.85,0,,Closed
75440,SO0037979,2,2025-01-14,2025-01-18,11542,SKU049,Packaged Foods Variant 01,Packaged Foods,PantryCo,24,WH02,102,0,35.67,0.08,,Closed
75441,SO0037979,3,2025-01-14,2025-01-18,11542,SKU013,Snacks Variant 01,Snacks,Crispa,24,WH02,117,117,23.19,0.03,,Cancelled
75442,SO0037980,1,2025-01-14,2025-01-18,11086,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH02,75,0,34.53,0,,Closed
75443,SO0037980,2,2025-01-14,2025-01-18,11086,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH02,52,0,48.88,0.08,,Closed
75444,SO0037980,3,2025-01-14,2025-01-18,11086,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH02,117,0,48.26,0.03,,Closed
75445,SO0037981,1,2025-01-14,2025-01-18,1651,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH03,54,0,38.06,0.05,,Closed
75446,SO0037981,2,2025-01-14,2025-01-18,1651,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH03,84,0,40.46,0,,Closed
75447,SO0037982,1,2025-01-14,2025-01-18,5629,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH01,104,0,55.43,0,,Closed
75448,SO0037982,2,2025-01-14,2025-01-18,5629,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH01,87,0,34.53,0.03,,Closed
75449,SO0037982,3,2025-01-14,2025-01-18,5629,SKU054,Packaged Foods Variant 06,Packaged Foods,PantryCo,12,WH01,25,0,47.63,0.08,,Closed
75450,SO0037983,1,2025-01-14,2025-01-18,4371,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH03,73,0,42.85,0.05,,Closed
75451,SO0037983,2,2025-01-14,2025-01-18,4371,SKU001,Beverages Variant 01,Beverages,Vale,24,WH03,118,0,19.03,0.08,,Closed
75452,SO0037983,3,2025-01-14,2025-01-18,4371,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH03,60,0,46.49,0,,Closed
75453,SO0037984,1,2025-01-14,2025-01-18,9611,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH03,27,27,42.33,0.03,,Cancelled
75454,SO0037984,2,2025-01-14,2025-01-18,9611,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH03,87,0,57.2,0.03,,Closed
75455,SO0037984,3,2025-01-14,2025-01-18,9611,SKU015,Snacks Variant 03,Snacks,Crispa,12,WH03,30,0,27.98,0.08,,Closed
75456,SO0037985,1,2025-01-14,2025-01-18,5894,SKU017,Snacks Variant 05,Snacks,Crispa,6,WH02,113,0,32.76,0.03,,Closed
75457,SO0037985,2,2025-01-14,2025-01-18,5894,SKU008,Beverages Variant 08,Beverages,Vale,6,WH02,31,0,35.78,0.03,,Closed
75458,SO0037986,1,2025-01-14,2025-01-18,5362,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH02,95,0,45.24,0,,Closed
75459,SO0037986,2,2025-01-14,2025-01-18,5362,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH02,55,0,42.33,0.08,,Closed
75460,SO0037986,3,2025-01-14,2025-01-18,5362,SKU039,Home Care Variant 03,Home Care,BrightNest,12,WH02,51,0,36.3,0.05,,Closed
75461,SO0037987,1,2025-01-14,2025-01-18,9438,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH02,44,0,43.47,0,,Closed
75462,SO0037987,2,2025-01-14,2025-01-18,9438,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH02,75,0,33.28,0.05,,Closed
75463,SO0037987,3,2025-01-14,2025-01-18,9438,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH02,63,0,51.27,0,,Closed
75464,SO0037988,1,2025-01-14,2025-01-18,5660,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH04,27,0,38.06,0.03,,Closed
75465,SO0037988,2,2025-01-14,2025-01-18,5660,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH04,106,0,25.58,0.05,,Closed
75466,SO0037989,1,2025-01-14,2025-01-18,6293,SKU041,Home Care Variant 05,Home Care,BrightNest,6,WH01,27,0,41.08,0.03,,Closed
75467,SO0037989,2,2025-01-14,2025-01-18,6293,SKU001,Beverages Variant 01,Beverages,Vale,24,WH01,98,0,19.03,0.05,,Closed
75468,SO0037990,1,2025-01-14,2025-01-18,7293,SKU054,Packaged Foods Variant 06,Packaged Foods,PantryCo,12,WH01,117,0,47.63,0.05,,Closed
75469,SO0037990,2,2025-01-14,2025-01-18,7293,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH01,79,0,46.49,0.03,,Closed
75470,SO0037991,1,2025-01-14,2025-01-18,2840,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH04,71,0,34.53,0.05,,Closed
75471,SO0037992,1,2025-01-14,2025-01-18,11882,SKU006,Beverages Variant 06,Beverages,Vale,12,WH02,110,0,30.99,0,,Closed
75472,SO0037993,1,2025-01-14,2025-01-18,6329,SKU008,Beverages Variant 08,Beverages,Vale,6,WH01,88,0,35.78,0.05,,Closed
75473,SO0037994,1,2025-01-14,2025-01-18,4744,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH04,51,0,48.26,0.05,,Closed
75474,SO0037994,2,2025-01-14,2025-01-18,4744,SKU001,Beverages Variant 01,Beverages,Vale,24,WH04,47,0,19.03,0.08,,Closed
75475,SO0037994,3,2025-01-14,2025-01-18,4744,SKU041,Home Care Variant 05,Home Care,BrightNest,6,WH04,74,0,41.08,0.03,,Closed
75476,SO0037995,1,2025-01-14,2025-01-18,6906,SKU002,Beverages Variant 02,Beverages,Vale,6,WH02,27,0,21.42,0.05,,Closed
75477,SO0037995,2,2025-01-14,2025-01-18,6906,SKU010,Beverages Variant 10,Beverages,Vale,24,WH02,34,0,40.56,0.03,,Closed
75478,SO0037995,3,2025-01-14,2025-01-18,6906,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH02,117,0,48.26,0.03,,Closed
75479,SO0037996,1,2025-01-14,2025-01-18,2380,SKU045,Home Care Variant 09,Home Care,BrightNest,12,WH04,48,0,50.65,0.08,,Closed
75480,SO0037996,2,2025-01-14,2025-01-18,2380,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH04,58,0,40.46,0.05,,Closed
75481,SO0037996,3,2025-01-14,2025-01-18,2380,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH04,79,0,44.1,0,,Closed
75482,SO0037997,1,2025-01-14,2025-01-18,1047,SKU037,Home Care Variant 01,Home Care,BrightNest,24,WH03,60,0,31.51,0.05,,Closed
75483,SO0037997,2,2025-01-14,2025-01-18,1047,SKU006,Beverages Variant 06,Beverages,Vale,12,WH03,97,0,30.99,0,,Closed
75484,SO0037998,1,2025-01-14,2025-01-18,8432,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH04,29,0,51.27,0,,Closed
75485,SO0037999,1,2025-01-14,2025-01-18,318,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH02,113,0,51.27,0,,Closed
75486,SO0038000,1,2025-01-14,2025-01-18,11760,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH04,85,0,43.47,0,,Closed
75487,SO0038001,1,2025-01-15,2025-01-19,7385,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH01,84,84,24.96,0,,Cancelled
75488,SO0038002,1,2025-01-15,2025-01-19,5516,SKU017,Snacks Variant 05,Snacks,Crispa,6,WH04,105,0,32.76,0.03,,Closed
75489,SO0038003,1,2025-01-15,2025-01-19,2070,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH02,74,0,42.33,0.08,,Closed
75490,SO0038003,2,2025-01-15,2025-01-19,2070,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH02,85,0,27.35,0,,Closed
75491,SO0038004,1,2025-01-15,2025-01-19,839,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH03,104,0,45.24,0,,Closed
75492,SO0038004,2,2025-01-15,2025-01-19,839,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH03,83,0,42.85,0.03,,Closed
75493,SO0038004,3,2025-01-15,2025-01-19,839,SKU041,Home Care Variant 05,Home Care,BrightNest,6,WH03,86,0,41.08,0,,Closed
75494,SO0038005,1,2025-01-15,2025-01-19,1824,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH04,33,0,44.72,0,,Closed
75495,SO0038005,2,2025-01-15,2025-01-19,1824,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH04,88,0,33.28,0,,Closed
75496,SO0038006,1,2025-01-15,2025-01-19,3786,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH02,86,0,38.69,0,,Closed
75497,SO0038006,2,2025-01-15,2025-01-19,3786,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH02,63,0,24.96,0,,Closed
75498,SO0038007,1,2025-01-15,2025-01-19,9497,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH01,51,0,47.11,0.05,,Closed
75499,SO0038008,1,2025-01-15,2025-01-19,8615,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH03,92,0,48.88,0.05,,Closed
75500,SO0038008,2,2025-01-15,2025-01-19,8615,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH03,92,0,44.72,0.03,,Closed
75501,SO0038009,1,2025-01-15,2025-01-19,5992,SKU027,Personal Care Variant 03,Personal Care,Purely,12,WH04,43,0,32.14,0.05,,Closed
75502,SO0038009,2,2025-01-15,2025-01-19,5992,SKU013,Snacks Variant 01,Snacks,Crispa,24,WH04,71,0,23.19,0.03,,Closed
75503,SO0038010,1,2025-01-15,2025-01-19,6330,SKU001,Beverages Variant 01,Beverages,Vale,24,WH02,41,0,19.03,0.05,,Closed
75504,SO0038011,1,2025-01-15,2025-01-19,5998,SKU009,Beverages Variant 09,Beverages,Vale,12,WH02,57,0,38.17,0.08,,Closed
75505,SO0038012,1,2025-01-15,2025-01-19,2163,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH03,118,0,45.86,0,,Closed
75506,SO0038012,2,2025-01-15,2025-01-19,2163,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH03,39,0,42.85,0.03,,Closed
75507,SO0038013,1,2025-01-15,2025-01-19,5409,SKU004,Beverages Variant 04,Beverages,Vale,24,WH01,77,0,26.21,0,,Closed
75508,SO0038014,1,2025-01-15,2025-01-19,3795,SKU002,Beverages Variant 02,Beverages,Vale,6,WH03,99,0,21.42,0.05,,Closed
75509,SO0038015,1,2025-01-15,2025-01-19,2702,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH02,103,0,45.86,0.03,,Closed
75510,SO0038015,2,2025-01-15,2025-01-19,2702,SKU017,Snacks Variant 05,Snacks,Crispa,6,WH02,76,0,32.76,0.08,,Closed
75511,SO0038016,1,2025-01-15,2025-01-19,6450,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH02,109,0,45.86,0,,Closed
75512,SO0038017,1,2025-01-15,2025-01-19,2241,SKU013,Snacks Variant 01,Snacks,Crispa,24,WH01,77,0,23.19,0.08,,Closed
75513,SO0038018,1,2025-01-15,2025-01-19,8252,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH04,113,0,47.11,0.05,,Closed
