POReceiptID,PONumber,SupplierID,SupplierName,MaterialID,MaterialName,MaterialUOM,PlantID,PODate,PromisedReceiptDate,ActualReceiptDate,OrderedQty,ReceivedQty,RejectedQty,ContractUnitPriceGBP,ActualUnitPriceGBP,InvoiceAmountGBP
7106,PO0007106,SUP010,Fictional Supplier 10,MAT001,Ingredient 01,KG,PL04,2024-10-11,2024-10-21,2024-10-23,4127,4127,76,0.27,0.28,1155.56
7107,PO0007107,SUP009,Fictional Supplier 09,MAT012,Packaging 12,PCS,PL03,2024-10-01,2024-10-20,2024-10-23,5782,5782,117,1.59,1.56,9019.92
7108,PO0007108,SUP007,Fictional Supplier 07,MAT003,Ingredient 03,KG,PL04,2024-10-07,2024-10-21,2024-10-23,5085,5085,14,0.51,0.53,2695.05
7109,PO0007109,SUP008,Fictional Supplier 08,MAT005,Ingredient 05,KG,PL03,2024-10-12,2024-10-25,2024-10-23,4330,4330,61,0.75,0.74,3204.2
7110,PO0007110,SUP018,Fictional Supplier 18,MAT019,Packaging 19,PCS,PL04,2024-10-05,2024-10-25,2024-10-23,4545,4545,43,2.43,2.5,11362.5
7111,PO0007111,SUP020,Fictional Supplier 20,MAT005,Ingredient 05,KG,PL02,2024-10-06,2024-10-24,2024-10-23,3079,3079,51,0.75,0.77,2370.83
7112,PO0007112,SUP007,Fictional Supplier 07,MAT016,Packaging 16,PCS,PL02,2024-10-06,2024-10-21,2024-10-23,5071,5071,97,2.07,2.02,10243.42
7113,PO0007113,SUP012,Fictional Supplier 12,MAT006,Ingredient 06,KG,PL04,2024-10-04,2024-10-21,2024-10-23,7904,7904,125,0.87,0.87,6876.48
7114,PO0007114,SUP014,Fictional Supplier 14,MAT009,Ingredient 09,KG,PL04,2024-10-11,2024-10-20,2024-10-23,5001,5001,107,1.23,1.27,6351.27
7115,PO0007115,SUP009,Fictional Supplier 09,MAT003,Ingredient 03,KG,PL02,2024-10-12,2024-10-23,2024-10-23,5107,5107,98,0.51,0.5,2553.5
7116,PO0007116,SUP012,Fictional Supplier 12,MAT012,Packaging 12,PCS,PL02,2024-10-04,2024-10-20,2024-10-23,5466,5466,67,1.59,1.63,8909.58
7117,PO0007117,SUP020,Fictional Supplier 20,MAT015,Packaging 15,PCS,PL02,2024-10-08,2024-10-20,2024-10-23,6330,6330,112,1.95,2.01,12723.3
7118,PO0007118,SUP009,Fictional Supplier 09,MAT018,Packaging 18,PCS,PL02,2024-10-10,2024-10-24,2024-10-23,6542,6542,1,2.31,2.33,15242.86
7119,PO0007119,SUP022,Fictional Supplier 22,MAT017,Packaging 17,PCS,PL02,2024-10-07,2024-10-23,2024-10-23,5076,5076,5,2.19,2.26,11471.76
7120,PO0007120,SUP013,Fictional Supplier 13,MAT017,Packaging 17,PCS,PL04,2024-10-15,2024-10-23,2024-10-23,1391,1391,33,2.19,2.23,3101.93
7121,PO0007121,SUP020,Fictional Supplier 20,MAT017,Packaging 17,PCS,PL03,2024-10-03,2024-10-23,2024-10-23,541,541,7,2.19,2.2,1190.2
7122,PO0007122,SUP024,Fictional Supplier 24,MAT019,Packaging 19,PCS,PL04,2024-10-01,2024-10-22,2024-10-23,4742,4742,99,2.43,2.41,11428.22
7123,PO0007123,SUP016,Fictional Supplier 16,MAT006,Ingredient 06,KG,PL04,2024-10-08,2024-10-23,2024-10-23,5326,5326,16,0.87,0.86,4580.36
7124,PO0007124,SUP002,Fictional Supplier 02,MAT015,Packaging 15,PCS,PL03,2024-10-13,2024-10-22,2024-10-23,3529,3529,67,1.95,2.01,7093.29
7125,PO0007125,SUP020,Fictional Supplier 20,MAT011,Packaging 11,PCS,PL02,2024-10-14,2024-10-24,2024-10-23,749,749,12,1.47,1.48,1108.52
7126,PO0007126,SUP010,Fictional Supplier 10,MAT011,Packaging 11,PCS,PL04,2024-10-01,2024-10-21,2024-10-23,5463,5463,54,1.47,1.43,7812.09
7127,PO0007127,SUP019,Fictional Supplier 19,MAT018,Packaging 18,PCS,PL01,2024-10-11,2024-10-24,2024-10-23,2744,2744,30,2.31,2.3,6311.2
7128,PO0007128,SUP004,Fictional Supplier 04,MAT013,Packaging 13,PCS,PL04,2024-10-08,2024-10-23,2024-10-23,2949,2949,61,1.71,1.76,5190.24
7129,PO0007129,SUP021,Fictional Supplier 21,MAT014,Packaging 14,PCS,PL01,2024-10-14,2024-10-25,2024-10-24,3536,3536,47,1.83,1.89,6683.04
7130,PO0007130,SUP015,Fictional Supplier 15,MAT009,Ingredient 09,KG,PL03,2024-10-12,2024-10-24,2024-10-24,5164,5164,57,1.23,1.27,6558.28
7131,PO0007131,SUP018,Fictional Supplier 18,MAT010,Ingredient 10,KG,PL01,2024-10-14,2024-10-23,2024-10-24,886,886,7,1.35,1.32,1169.52
7132,PO0007132,SUP005,Fictional Supplier 05,MAT011,Packaging 11,PCS,PL04,2024-09-30,2024-10-21,2024-10-24,5187,5187,48,1.47,1.51,7832.37
7133,PO0007133,SUP020,Fictional Supplier 20,MAT008,Ingredient 08,KG,PL01,2024-10-07,2024-10-23,2024-10-24,2431,2431,59,1.11,1.15,2795.65
7134,PO0007134,SUP024,Fictional Supplier 24,MAT008,Ingredient 08,KG,PL03,2024-10-05,2024-10-26,2024-10-24,1340,1340,25,1.11,1.13,1514.2
7135,PO0007135,SUP010,Fictional Supplier 10,MAT001,Ingredient 01,KG,PL04,2024-10-02,2024-10-21,2024-10-24,5494,5494,117,0.27,0.27,1483.38
7136,PO0007136,SUP001,Fictional Supplier 01,MAT001,Ingredient 01,KG,PL03,2024-10-13,2024-10-23,2024-10-24,3754,3754,80,0.27,0.26,976.04
7137,PO0007137,SUP015,Fictional Supplier 15,MAT012,Packaging 12,PCS,PL02,2024-10-15,2024-10-24,2024-10-24,5600,5600,55,1.59,1.64,9184.0
7138,PO0007138,SUP006,Fictional Supplier 06,MAT002,Ingredient 02,KG,PL01,2024-10-12,2024-10-25,2024-10-24,2608,2608,60,0.39,0.39,1017.12
7139,PO0007139,SUP004,Fictional Supplier 04,MAT018,Packaging 18,PCS,PL02,2024-10-06,2024-10-26,2024-10-24,3262,3262,12,2.31,2.25,7339.5
7140,PO0007140,SUP024,Fictional Supplier 24,MAT019,Packaging 19,PCS,PL03,2024-10-15,2024-10-25,2024-10-24,4889,4889,51,2.43,2.38,11635.82
7141,PO0007141,SUP016,Fictional Supplier 16,MAT012,Packaging 12,PCS,PL01,2024-10-07,2024-10-22,2024-10-24,4742,4742,81,1.59,1.57,7444.94
7142,PO0007142,SUP024,Fictional Supplier 24,MAT014,Packaging 14,PCS,PL03,2024-10-06,2024-10-25,2024-10-24,4741,4741,16,1.83,1.82,8628.62
7143,PO0007143,SUP001,Fictional Supplier 01,MAT014,Packaging 14,PCS,PL01,2024-10-04,2024-10-26,2024-10-24,2039,2039,0,1.83,1.8,3670.2
7144,PO0007144,SUP004,Fictional Supplier 04,MAT008,Ingredient 08,KG,PL04,2024-10-04,2024-10-25,2024-10-24,2772,2772,36,1.11,1.13,3132.36
7145,PO0007145,SUP010,Fictional Supplier 10,MAT018,Packaging 18,PCS,PL03,2024-10-05,2024-10-21,2024-10-24,5469,5469,31,2.31,2.24,12250.56
7146,PO0007146,SUP014,Fictional Supplier 14,MAT002,Ingredient 02,KG,PL03,2024-10-01,2024-10-21,2024-10-24,6889,6889,81,0.39,0.4,2755.6
7147,PO0007147,SUP013,Fictional Supplier 13,MAT005,Ingredient 05,KG,PL02,2024-10-01,2024-10-22,2024-10-24,7471,7471,6,0.75,0.73,5453.83
7148,PO0007148,SUP005,Fictional Supplier 05,MAT014,Packaging 14,PCS,PL04,2024-10-07,2024-10-23,2024-10-24,7372,7372,139,1.83,1.84,13564.48
7149,PO0007149,SUP017,Fictional Supplier 17,MAT017,Packaging 17,PCS,PL04,2024-10-17,2024-10-25,2024-10-24,3485,3485,13,2.19,2.2,7667.0
7150,PO0007150,SUP016,Fictional Supplier 16,MAT016,Packaging 16,PCS,PL01,2024-10-08,2024-10-26,2024-10-24,5654,5654,137,2.07,2.05,11590.7
7151,PO0007151,SUP019,Fictional Supplier 19,MAT014,Packaging 14,PCS,PL04,2024-10-03,2024-10-22,2024-10-24,7480,7480,93,1.83,1.89,14137.2
7152,PO0007152,SUP004,Fictional Supplier 04,MAT011,Packaging 11,PCS,PL02,2024-10-05,2024-10-22,2024-10-24,5741,5741,76,1.47,1.52,8726.32
7153,PO0007153,SUP014,Fictional Supplier 14,MAT016,Packaging 16,PCS,PL03,2024-10-11,2024-10-22,2024-10-25,3807,3807,10,2.07,2.12,8070.84
7154,PO0007154,SUP015,Fictional Supplier 15,MAT001,Ingredient 01,KG,PL01,2024-10-03,2024-10-24,2024-10-25,5806,5806,94,0.27,0.26,1509.56
7155,PO0007155,SUP004,Fictional Supplier 04,MAT018,Packaging 18,PCS,PL01,2024-10-08,2024-10-25,2024-10-25,4874,4874,29,2.31,2.37,11551.38
7156,PO0007156,SUP002,Fictional Supplier 02,MAT009,Ingredient 09,KG,PL03,2024-10-14,2024-10-24,2024-10-25,544,544,9,1.23,1.21,658.24
7157,PO0007157,SUP001,Fictional Supplier 01,MAT010,Ingredient 10,KG,PL03,2024-10-10,2024-10-22,2024-10-25,7251,7251,132,1.35,1.32,9571.32
7158,PO0007158,SUP005,Fictional Supplier 05,MAT002,Ingredient 02,KG,PL01,2024-10-12,2024-10-27,2024-10-25,790,790,6,0.39,0.38,300.2
7159,PO0007159,SUP006,Fictional Supplier 06,MAT020,Packaging 20,PCS,PL04,2024-10-10,2024-10-25,2024-10-25,804,804,10,2.55,2.53,2034.12
7160,PO0007160,SUP003,Fictional Supplier 03,MAT017,Packaging 17,PCS,PL02,2024-10-11,2024-10-27,2024-10-25,4212,4212,97,2.19,2.13,8971.56
7161,PO0007161,SUP015,Fictional Supplier 15,MAT011,Packaging 11,PCS,PL03,2024-10-09,2024-10-23,2024-10-25,1417,1417,28,1.47,1.5,2125.5
7162,PO0007162,SUP020,Fictional Supplier 20,MAT009,Ingredient 09,KG,PL04,2024-10-07,2024-10-22,2024-10-25,4539,4539,21,1.23,1.23,5582.97
7163,PO0007163,SUP021,Fictional Supplier 21,MAT012,Packaging 12,PCS,PL04,2024-10-02,2024-10-22,2024-10-25,4694,4694,43,1.59,1.62,7604.28
7164,PO0007164,SUP020,Fictional Supplier 20,MAT004,Ingredient 04,KG,PL03,2024-10-08,2024-10-24,2024-10-25,4026,4026,27,0.63,0.65,2616.9
7165,PO0007165,SUP018,Fictional Supplier 18,MAT014,Packaging 14,PCS,PL03,2024-10-03,2024-10-23,2024-10-25,3867,3867,73,1.83,1.78,6883.26
7166,PO0007166,SUP024,Fictional Supplier 24,MAT014,Packaging 14,PCS,PL04,2024-10-16,2024-10-25,2024-10-25,3564,3564,25,1.83,1.9,6771.6
7167,PO0007167,SUP011,Fictional Supplier 11,MAT013,Packaging 13,PCS,PL02,2024-10-03,2024-10-23,2024-10-25,2809,2809,46,1.71,1.73,4859.57
7168,PO0007168,SUP006,Fictional Supplier 06,MAT009,Ingredient 09,KG,PL04,2024-10-15,2024-10-24,2024-10-25,2581,2581,6,1.23,1.24,3200.44
7169,PO0007169,SUP016,Fictional Supplier 16,MAT013,Packaging 13,PCS,PL03,2024-10-10,2024-10-24,2024-10-25,5967,5967,101,1.71,1.66,9905.22
7170,PO0007170,SUP022,Fictional Supplier 22,MAT013,Packaging 13,PCS,PL01,2024-10-09,2024-10-27,2024-10-25,5423,5423,73,1.71,1.7,9219.1
7171,PO0007171,SUP024,Fictional Supplier 24,MAT009,Ingredient 09,KG,PL04,2024-10-02,2024-10-22,2024-10-25,6568,6568,163,1.23,1.19,7815.92
7172,PO0007172,SUP019,Fictional Supplier 19,MAT013,Packaging 13,PCS,PL04,2024-10-12,2024-10-23,2024-10-25,4914,4914,115,1.71,1.72,8452.08
7173,PO0007173,SUP005,Fictional Supplier 05,MAT004,Ingredient 04,KG,PL03,2024-10-14,2024-10-22,2024-10-25,4193,4193,57,0.63,0.63,2641.59
7174,PO0007174,SUP023,Fictional Supplier 23,MAT003,Ingredient 03,KG,PL03,2024-10-17,2024-10-24,2024-10-25,2369,2369,27,0.51,0.52,1231.88
7175,PO0007175,SUP023,Fictional Supplier 23,MAT002,Ingredient 02,KG,PL04,2024-10-08,2024-10-25,2024-10-25,2046,2046,43,0.39,0.39,797.94
7176,PO0007176,SUP012,Fictional Supplier 12,MAT018,Packaging 18,PCS,PL01,2024-10-17,2024-10-26,2024-10-25,2493,2493,56,2.31,2.34,5833.62
7177,PO0007177,SUP005,Fictional Supplier 05,MAT014,Packaging 14,PCS,PL03,2024-10-17,2024-10-24,2024-10-26,2896,2896,26,1.83,1.9,5502.4
7178,PO0007178,SUP023,Fictional Supplier 23,MAT018,Packaging 18,PCS,PL02,2024-10-07,2024-10-28,2024-10-26,3537,3537,69,2.31,2.28,8064.36
7179,PO0007179,SUP006,Fictional Supplier 06,MAT011,Packaging 11,PCS,PL03,2024-10-10,2024-10-27,2024-10-26,3698,3698,54,1.47,1.52,5620.96
7180,PO0007180,SUP012,Fictional Supplier 12,MAT017,Packaging 17,PCS,PL04,2024-10-15,2024-10-23,2024-10-26,966,966,9,2.19,2.27,2192.82
7181,PO0007181,SUP024,Fictional Supplier 24,MAT015,Packaging 15,PCS,PL01,2024-10-04,2024-10-24,2024-10-26,1456,1456,13,1.95,1.95,2839.2
7182,PO0007182,SUP016,Fictional Supplier 16,MAT010,Ingredient 10,KG,PL01,2024-10-06,2024-10-24,2024-10-26,6102,6102,29,1.35,1.37,8359.74
7183,PO0007183,SUP006,Fictional Supplier 06,MAT008,Ingredient 08,KG,PL04,2024-10-13,2024-10-27,2024-10-26,3871,3871,48,1.11,1.12,4335.52
7184,PO0007184,SUP006,Fictional Supplier 06,MAT018,Packaging 18,PCS,PL02,2024-10-16,2024-10-23,2024-10-26,6237,6237,26,2.31,2.4,14968.8
7185,PO0007185,SUP010,Fictional Supplier 10,MAT015,Packaging 15,PCS,PL03,2024-10-10,2024-10-26,2024-10-26,6505,6505,144,1.95,1.91,12424.55
7186,PO0007186,SUP007,Fictional Supplier 07,MAT020,Packaging 20,PCS,PL03,2024-10-17,2024-10-26,2024-10-26,7794,7794,185,2.55,2.56,19952.64
7187,PO0007187,SUP001,Fictional Supplier 01,MAT009,Ingredient 09,KG,PL03,2024-10-09,2024-10-25,2024-10-26,4114,4114,42,1.23,1.28,5265.92
7188,PO0007188,SUP003,Fictional Supplier 03,MAT015,Packaging 15,PCS,PL04,2024-10-14,2024-10-25,2024-10-26,3451,3451,67,1.95,2.02,6971.02
7189,PO0007189,SUP009,Fictional Supplier 09,MAT019,Packaging 19,PCS,PL01,2024-10-05,2024-10-24,2024-10-26,2576,2576,35,2.43,2.44,6285.44
7190,PO0007190,SUP019,Fictional Supplier 19,MAT020,Packaging 20,PCS,PL03,2024-10-06,2024-10-27,2024-10-26,4881,4881,85,2.55,2.56,12495.36
7191,PO0007191,SUP004,Fictional Supplier 04,MAT004,Ingredient 04,KG,PL04,2024-10-17,2024-10-24,2024-10-26,7719,7719,92,0.63,0.63,4862.97
7192,PO0007192,SUP015,Fictional Supplier 15,MAT001,Ingredient 01,KG,PL03,2024-10-11,2024-10-28,2024-10-26,3412,3412,41,0.27,0.27,921.24
7193,PO0007193,SUP008,Fictional Supplier 08,MAT013,Packaging 13,PCS,PL03,2024-10-08,2024-10-24,2024-10-26,5301,5301,39,1.71,1.68,8905.68
7194,PO0007194,SUP018,Fictional Supplier 18,MAT004,Ingredient 04,KG,PL01,2024-10-10,2024-10-28,2024-10-26,6100,6100,27,0.63,0.64,3904.0
7195,PO0007195,SUP016,Fictional Supplier 16,MAT006,Ingredient 06,KG,PL01,2024-10-09,2024-10-25,2024-10-26,1594,1594,14,0.87,0.87,1386.78
7196,PO0007196,SUP015,Fictional Supplier 15,MAT003,Ingredient 03,KG,PL03,2024-10-13,2024-10-27,2024-10-26,2409,2409,52,0.51,0.5,1204.5
7197,PO0007197,SUP005,Fictional Supplier 05,MAT012,Packaging 12,PCS,PL01,2024-10-11,2024-10-23,2024-10-26,609,609,12,1.59,1.62,986.58
7198,PO0007198,SUP023,Fictional Supplier 23,MAT015,Packaging 15,PCS,PL04,2024-10-07,2024-10-25,2024-10-26,1195,1195,0,1.95,1.92,2294.4
7199,PO0007199,SUP002,Fictional Supplier 02,MAT013,Packaging 13,PCS,PL04,2024-10-19,2024-10-28,2024-10-26,1882,1882,20,1.71,1.77,3331.14
7200,PO0007200,SUP022,Fictional Supplier 22,MAT008,Ingredient 08,KG,PL01,2024-10-06,2024-10-24,2024-10-26,5463,5463,88,1.11,1.09,5954.67
7201,PO0007201,SUP008,Fictional Supplier 08,MAT006,Ingredient 06,KG,PL02,2024-10-17,2024-10-26,2024-10-27,2396,2396,36,0.87,0.9,2156.4
7202,PO0007202,SUP003,Fictional Supplier 03,MAT001,Ingredient 01,KG,PL04,2024-10-08,2024-10-26,2024-10-27,1360,1360,6,0.27,0.28,380.8
7203,PO0007203,SUP023,Fictional Supplier 23,MAT006,Ingredient 06,KG,PL01,2024-10-16,2024-10-27,2024-10-27,673,673,5,0.87,0.86,578.78
7204,PO0007204,SUP009,Fictional Supplier 09,MAT017,Packaging 17,PCS,PL04,2024-10-17,2024-10-25,2024-10-27,1077,1077,15,2.19,2.2,2369.4
7205,PO0007205,SUP001,Fictional Supplier 01,MAT010,Ingredient 10,KG,PL02,2024-10-19,2024-10-27,2024-10-27,6597,6597,146,1.35,1.32,8708.04
7206,PO0007206,SUP024,Fictional Supplier 24,MAT009,Ingredient 09,KG,PL03,2024-10-06,2024-10-28,2024-10-27,4248,4248,46,1.23,1.23,5225.04
7207,PO0007207,SUP019,Fictional Supplier 19,MAT004,Ingredient 04,KG,PL04,2024-10-14,2024-10-25,2024-10-27,6223,6223,112,0.63,0.64,3982.72
7208,PO0007208,SUP014,Fictional Supplier 14,MAT011,Packaging 11,PCS,PL03,2024-10-13,2024-10-28,2024-10-27,7038,7038,38,1.47,1.45,10205.1
7209,PO0007209,SUP023,Fictional Supplier 23,MAT011,Packaging 11,PCS,PL03,2024-10-08,2024-10-28,2024-10-27,7194,7194,39,1.47,1.51,10862.94
7210,PO0007210,SUP022,Fictional Supplier 22,MAT011,Packaging 11,PCS,PL02,2024-10-05,2024-10-26,2024-10-27,5814,5814,143,1.47,1.49,8662.86
7211,PO0007211,SUP006,Fictional Supplier 06,MAT006,Ingredient 06,KG,PL03,2024-10-10,2024-10-26,2024-10-27,7685,7685,115,0.87,0.9,6916.5
7212,PO0007212,SUP008,Fictional Supplier 08,MAT015,Packaging 15,PCS,PL04,2024-10-08,2024-10-26,2024-10-27,6123,6123,75,1.95,2.0,12246.0
7213,PO0007213,SUP001,Fictional Supplier 01,MAT008,Ingredient 08,KG,PL02,2024-10-08,2024-10-27,2024-10-27,4148,4148,22,1.11,1.09,4521.32
7214,PO0007214,SUP016,Fictional Supplier 16,MAT015,Packaging 15,PCS,PL02,2024-10-09,2024-10-24,2024-10-27,3873,3873,83,1.95,1.95,7552.35
7215,PO0007215,SUP021,Fictional Supplier 21,MAT012,Packaging 12,PCS,PL01,2024-10-09,2024-10-27,2024-10-27,4013,4013,89,1.59,1.61,6460.93
7216,PO0007216,SUP018,Fictional Supplier 18,MAT002,Ingredient 02,KG,PL02,2024-10-13,2024-10-27,2024-10-27,1580,1580,25,0.39,0.4,632.0
7217,PO0007217,SUP010,Fictional Supplier 10,MAT019,Packaging 19,PCS,PL03,2024-10-10,2024-10-26,2024-10-27,7484,7484,22,2.43,2.43,18186.12
7218,PO0007218,SUP007,Fictional Supplier 07,MAT009,Ingredient 09,KG,PL04,2024-10-19,2024-10-27,2024-10-27,3472,3472,78,1.23,1.21,4201.12
7219,PO0007219,SUP007,Fictional Supplier 07,MAT019,Packaging 19,PCS,PL04,2024-10-06,2024-10-29,2024-10-27,548,548,2,2.43,2.45,1342.6
7220,PO0007220,SUP018,Fictional Supplier 18,MAT017,Packaging 17,PCS,PL01,2024-10-17,2024-10-29,2024-10-27,5591,5591,108,2.19,2.15,12020.65
7221,PO0007221,SUP005,Fictional Supplier 05,MAT007,Ingredient 07,KG,PL03,2024-10-19,2024-10-26,2024-10-27,4875,4875,17,0.99,1.03,5021.25
7222,PO0007222,SUP018,Fictional Supplier 18,MAT020,Packaging 20,PCS,PL04,2024-10-10,2024-10-27,2024-10-27,4143,4143,23,2.55,2.51,10398.93
7223,PO0007223,SUP016,Fictional Supplier 16,MAT013,Packaging 13,PCS,PL01,2024-10-15,2024-10-24,2024-10-27,786,786,6,1.71,1.75,1375.5
7224,PO0007224,SUP007,Fictional Supplier 07,MAT010,Ingredient 10,KG,PL04,2024-10-19,2024-10-26,2024-10-27,6501,6501,110,1.35,1.38,8971.38
7225,PO0007225,SUP020,Fictional Supplier 20,MAT019,Packaging 19,PCS,PL02,2024-10-18,2024-10-30,2024-10-28,802,802,9,2.43,2.4,1924.8
7226,PO0007226,SUP008,Fictional Supplier 08,MAT013,Packaging 13,PCS,PL03,2024-10-11,2024-10-29,2024-10-28,3060,3060,16,1.71,1.7,5202.0
7227,PO0007227,SUP009,Fictional Supplier 09,MAT018,Packaging 18,PCS,PL02,2024-10-10,2024-10-30,2024-10-28,1697,1697,28,2.31,2.26,3835.22
7228,PO0007228,SUP001,Fictional Supplier 01,MAT009,Ingredient 09,KG,PL04,2024-10-16,2024-10-29,2024-10-28,3668,3668,5,1.23,1.2,4401.6
7229,PO0007229,SUP020,Fictional Supplier 20,MAT013,Packaging 13,PCS,PL02,2024-10-15,2024-10-30,2024-10-28,5444,5444,64,1.71,1.74,9472.56
7230,PO0007230,SUP010,Fictional Supplier 10,MAT006,Ingredient 06,KG,PL03,2024-10-06,2024-10-27,2024-10-28,2294,2294,54,0.87,0.89,2041.66
7231,PO0007231,SUP018,Fictional Supplier 18,MAT016,Packaging 16,PCS,PL03,2024-10-21,2024-10-30,2024-10-28,2398,2398,34,2.07,2.07,4963.86
7232,PO0007232,SUP015,Fictional Supplier 15,MAT003,Ingredient 03,KG,PL04,2024-10-12,2024-10-26,2024-10-28,3283,3283,50,0.51,0.5,1641.5
7233,PO0007233,SUP021,Fictional Supplier 21,MAT020,Packaging 20,PCS,PL02,2024-10-08,2024-10-28,2024-10-28,7166,7166,154,2.55,2.56,18344.96
7234,PO0007234,SUP009,Fictional Supplier 09,MAT012,Packaging 12,PCS,PL04,2024-10-15,2024-10-25,2024-10-28,1779,1779,44,1.59,1.64,2917.56
7235,PO0007235,SUP017,Fictional Supplier 17,MAT004,Ingredient 04,KG,PL01,2024-10-12,2024-10-28,2024-10-28,3456,3456,61,0.63,0.63,2177.28
7236,PO0007236,SUP020,Fictional Supplier 20,MAT007,Ingredient 07,KG,PL01,2024-10-11,2024-10-27,2024-10-28,639,639,4,0.99,1.01,645.39
7237,PO0007237,SUP018,Fictional Supplier 18,MAT013,Packaging 13,PCS,PL02,2024-10-18,2024-10-26,2024-10-28,5062,5062,44,1.71,1.74,8807.88
7238,PO0007238,SUP015,Fictional Supplier 15,MAT016,Packaging 16,PCS,PL02,2024-10-06,2024-10-25,2024-10-28,4447,4447,16,2.07,2.02,8982.94
7239,PO0007239,SUP003,Fictional Supplier 03,MAT010,Ingredient 10,KG,PL04,2024-10-06,2024-10-26,2024-10-28,2420,2420,23,1.35,1.39,3363.8
7240,PO0007240,SUP017,Fictional Supplier 17,MAT016,Packaging 16,PCS,PL01,2024-10-15,2024-10-28,2024-10-28,3137,3137,18,2.07,2.03,6368.11
7241,PO0007241,SUP018,Fictional Supplier 18,MAT018,Packaging 18,PCS,PL01,2024-10-10,2024-10-26,2024-10-28,3449,3449,1,2.31,2.34,8070.66
7242,PO0007242,SUP007,Fictional Supplier 07,MAT003,Ingredient 03,KG,PL03,2024-10-08,2024-10-27,2024-10-28,3131,3131,23,0.51,0.51,1596.81
7243,PO0007243,SUP019,Fictional Supplier 19,MAT013,Packaging 13,PCS,PL04,2024-10-09,2024-10-25,2024-10-28,6516,6516,24,1.71,1.73,11272.68
7244,PO0007244,SUP017,Fictional Supplier 17,MAT011,Packaging 11,PCS,PL02,2024-10-06,2024-10-27,2024-10-28,6118,6118,146,1.47,1.47,8993.46
7245,PO0007245,SUP001,Fictional Supplier 01,MAT017,Packaging 17,PCS,PL01,2024-10-10,2024-10-30,2024-10-28,4972,4972,53,2.19,2.21,10988.12
7246,PO0007246,SUP023,Fictional Supplier 23,MAT014,Packaging 14,PCS,PL01,2024-10-13,2024-10-27,2024-10-28,1423,1423,14,1.83,1.87,2661.01
7247,PO0007247,SUP008,Fictional Supplier 08,MAT003,Ingredient 03,KG,PL02,2024-10-05,2024-10-25,2024-10-28,1775,1775,40,0.51,0.5,887.5
7248,PO0007248,SUP004,Fictional Supplier 04,MAT017,Packaging 17,PCS,PL01,2024-10-14,2024-10-28,2024-10-28,6686,6686,100,2.19,2.21,14776.06
7249,PO0007249,SUP005,Fictional Supplier 05,MAT019,Packaging 19,PCS,PL02,2024-10-05,2024-10-26,2024-10-29,3756,3756,63,2.43,2.37,8901.72
7250,PO0007250,SUP024,Fictional Supplier 24,MAT009,Ingredient 09,KG,PL03,2024-10-18,2024-10-26,2024-10-29,5307,5307,106,1.23,1.25,6633.75
7251,PO0007251,SUP009,Fictional Supplier 09,MAT015,Packaging 15,PCS,PL02,2024-10-09,2024-10-29,2024-10-29,2095,2095,22,1.95,1.93,4043.35
7252,PO0007252,SUP012,Fictional Supplier 12,MAT007,Ingredient 07,KG,PL03,2024-10-12,2024-10-31,2024-10-29,5362,5362,70,0.99,1.03,5522.86
7253,PO0007253,SUP004,Fictional Supplier 04,MAT010,Ingredient 10,KG,PL02,2024-10-20,2024-10-30,2024-10-29,4997,4997,40,1.35,1.35,6745.95
7254,PO0007254,SUP002,Fictional Supplier 02,MAT003,Ingredient 03,KG,PL02,2024-10-22,2024-10-31,2024-10-29,3492,3492,7,0.51,0.5,1746.0
7255,PO0007255,SUP009,Fictional Supplier 09,MAT010,Ingredient 10,KG,PL01,2024-10-10,2024-10-30,2024-10-29,5961,5961,41,1.35,1.39,8285.79
7256,PO0007256,SUP022,Fictional Supplier 22,MAT004,Ingredient 04,KG,PL01,2024-10-08,2024-10-28,2024-10-29,1709,1709,12,0.63,0.61,1042.49
7257,PO0007257,SUP022,Fictional Supplier 22,MAT016,Packaging 16,PCS,PL04,2024-10-20,2024-10-31,2024-10-29,875,875,8,2.07,2.13,1863.75
7258,PO0007258,SUP005,Fictional Supplier 05,MAT018,Packaging 18,PCS,PL01,2024-10-19,2024-10-29,2024-10-29,3889,3889,20,2.31,2.37,9216.93
7259,PO0007259,SUP012,Fictional Supplier 12,MAT018,Packaging 18,PCS,PL03,2024-10-16,2024-10-27,2024-10-29,6908,6908,133,2.31,2.3,15888.4
7260,PO0007260,SUP005,Fictional Supplier 05,MAT007,Ingredient 07,KG,PL02,2024-10-20,2024-10-29,2024-10-29,3846,3846,59,0.99,0.97,3730.62
7261,PO0007261,SUP001,Fictional Supplier 01,MAT007,Ingredient 07,KG,PL01,2024-10-17,2024-10-29,2024-10-29,7423,7423,171,0.99,1.01,7497.23
7262,PO0007262,SUP019,Fictional Supplier 19,MAT009,Ingredient 09,KG,PL04,2024-10-12,2024-10-30,2024-10-29,5166,5166,0,1.23,1.23,6354.18
7263,PO0007263,SUP024,Fictional Supplier 24,MAT013,Packaging 13,PCS,PL04,2024-10-10,2024-10-28,2024-10-29,7174,7174,121,1.71,1.74,12482.76
7264,PO0007264,SUP023,Fictional Supplier 23,MAT020,Packaging 20,PCS,PL01,2024-10-11,2024-10-28,2024-10-29,4920,4920,64,2.55,2.65,13038.0
